Uniprot	InterPro	Domain	Database.ID	Start	End
P0C0H7	IPR005990	Inosine-5'-monophosphate dehydrogenase	MF_01964	12	492
P0C0H7	IPR005990	Inosine-5'-monophosphate dehydrogenase	PIRSF000130	3	493
P0C0H7	IPR005990	Inosine-5'-monophosphate dehydrogenase	TIGR01302	12	461
P0C0H7	IPR013785	Aldolase-type TIM barrel	G3DSA:3.20.20.70	2	492
P0C0H7	IPR015875	IMP dehydrogenase / GMP reductase, conserved site	PS00487	300	312
P0C0H9	IPR006079	Lantibiotic, Type A, Bacillales-type	TIGR03731	5	34
P0C0I1	IPR001189	Manganese/iron superoxide dismutase	PIRSF000349	1	201
P0C0I1	IPR001189	Manganese/iron superoxide dismutase	PR01703	6	17
P0C0I1	IPR001189	Manganese/iron superoxide dismutase	PR01703	27	40
P0C0I1	IPR001189	Manganese/iron superoxide dismutase	PR01703	72	85
P0C0I1	IPR001189	Manganese/iron superoxide dismutase	PR01703	124	132
P0C0I1	IPR001189	Manganese/iron superoxide dismutase	PR01703	161	173
P0C0I1	IPR019831	Manganese/iron superoxide dismutase, N-terminal	PF00081	5	89
P0C0I1	IPR019832	Manganese/iron superoxide dismutase, C-terminal	PF02777	98	195
P0C0I1	IPR019833	Manganese/iron superoxide dismutase, binding site	PS00088	163	170
P0C0I1	IPR036314	Manganese/iron superoxide dismutase, C-terminal domain superfamily	G3DSA:2.40.500.20	90	201
P0C0I1	IPR036314	Manganese/iron superoxide dismutase, C-terminal domain superfamily	SSF54719	92	200
P0C0I1	IPR036324	Manganese/iron superoxide dismutase, N-terminal domain superfamily	G3DSA:1.10.287.990	20	89
P0C0I1	IPR036324	Manganese/iron superoxide dismutase, N-terminal domain superfamily	SSF46609	1	90
P0C0I3	IPR001869	Thiol-activated cytolysin	PF01289	108	460
P0C0I3	IPR001869	Thiol-activated cytolysin	PR01400	116	133
P0C0I3	IPR001869	Thiol-activated cytolysin	PR01400	146	168
P0C0I3	IPR001869	Thiol-activated cytolysin	PR01400	174	190
P0C0I3	IPR001869	Thiol-activated cytolysin	PR01400	190	208
P0C0I3	IPR001869	Thiol-activated cytolysin	PR01400	248	263
P0C0I3	IPR001869	Thiol-activated cytolysin	PR01400	329	352
P0C0I3	IPR001869	Thiol-activated cytolysin	PR01400	382	399
P0C0I3	IPR001869	Thiol-activated cytolysin	PR01400	430	457
P0C0I3	IPR001869	Thiol-activated cytolysin	PR01400	469	486
P0C0I3	IPR001869	Thiol-activated cytolysin	PR01400	486	502
P0C0I3	IPR001869	Thiol-activated cytolysin	PR01400	544	564
P0C0I3	IPR001869	Thiol-activated cytolysin	PS00481	528	539
P0C0I3	IPR035390	Thiol-activated cytolysin C-terminal	PF17440	464	564
P0C0I3	IPR036359	Thiol-activated cytolysin superfamily	SSF56978	102	570
P0C0I3	IPR036363	Thiol-activated cytolysin, alpha-beta domain superfamily	G3DSA:3.90.840.10	109	444
P0C0I3	IPR038700	Thiol-activated cytolysin, C-terminal domain superfamily	G3DSA:2.60.40.1430	462	571
P0C0I5	IPR006123	Staphylococcal/Streptococcal toxin, beta-grasp domain	PF02876	128	233
P0C0I5	IPR006126	Staphylococcal enterotoxin/Streptococcal pyrogenic exotoxin, conserved site	PS00277	114	123
P0C0I5	IPR006126	Staphylococcal enterotoxin/Streptococcal pyrogenic exotoxin, conserved site	PS00278	151	174
P0C0I5	IPR006173	Staphylococcal/Streptococcal toxin, OB-fold	PF01123	43	119
P0C0I5	IPR006177	Staphylococcal/streptococcal toxin, bacterial	PR00279	112	124
P0C0I5	IPR006177	Staphylococcal/streptococcal toxin, bacterial	PR00279	151	167
P0C0I5	IPR008992	Enterotoxin	SSF50203	32	122
P0C0I5	IPR013307	Superantigen, staphylococcal/streptococcal toxin, bacterial	PR01898	81	107
P0C0I5	IPR013307	Superantigen, staphylococcal/streptococcal toxin, bacterial	PR01898	110	123
P0C0I5	IPR013307	Superantigen, staphylococcal/streptococcal toxin, bacterial	PR01898	151	164
P0C0I5	IPR013307	Superantigen, staphylococcal/streptococcal toxin, bacterial	PR01898	164	178
P0C0I5	IPR013307	Superantigen, staphylococcal/streptococcal toxin, bacterial	PR01898	216	232
P0C0I5	IPR016091	Superantigen toxin, C-terminal	SSF54334	124	234
P0C0I7	IPR006123	Staphylococcal/Streptococcal toxin, beta-grasp domain	PF02876	133	235
P0C0I7	IPR006126	Staphylococcal enterotoxin/Streptococcal pyrogenic exotoxin, conserved site	PS00278	154	177
P0C0I7	IPR006173	Staphylococcal/Streptococcal toxin, OB-fold	PF01123	45	124
P0C0I7	IPR008992	Enterotoxin	SSF50203	33	127
P0C0I7	IPR013307	Superantigen, staphylococcal/streptococcal toxin, bacterial	PR01898	83	109
P0C0I7	IPR013307	Superantigen, staphylococcal/streptococcal toxin, bacterial	PR01898	115	128
P0C0I7	IPR013307	Superantigen, staphylococcal/streptococcal toxin, bacterial	PR01898	154	167
P0C0I7	IPR013307	Superantigen, staphylococcal/streptococcal toxin, bacterial	PR01898	167	181
P0C0I7	IPR013307	Superantigen, staphylococcal/streptococcal toxin, bacterial	PR01898	218	234
P0C0I7	IPR016091	Superantigen toxin, C-terminal	SSF54334	126	235
P0C0I9	IPR005771	UTP--glucose-1-phosphate uridylyltransferase, bacterial/archaeal-type	PTHR43197	1	291
P0C0I9	IPR005771	UTP--glucose-1-phosphate uridylyltransferase, bacterial/archaeal-type	TIGR01099	4	268
P0C0I9	IPR005771	UTP--glucose-1-phosphate uridylyltransferase, bacterial/archaeal-type	cd02541	5	275
P0C0I9	IPR005835	Nucleotidyl transferase domain	PF00483	6	267
P0C0I9	IPR029044	Nucleotide-diphospho-sugar transferases	G3DSA:3.90.550.10	1	292
P0C0I9	IPR029044	Nucleotide-diphospho-sugar transferases	SSF53448	1	272
P0C0J1	IPR000200	Peptidase C10, streptopain	PF01640	160	367
P0C0J1	IPR000200	Peptidase C10, streptopain	PR00797	185	209
P0C0J1	IPR000200	Peptidase C10, streptopain	PR00797	260	276
P0C0J1	IPR000200	Peptidase C10, streptopain	PR00797	288	307
P0C0J1	IPR000200	Peptidase C10, streptopain	PR00797	321	345
P0C0J1	IPR000200	Peptidase C10, streptopain	PR00797	353	374
P0C0J1	IPR000200	Peptidase C10, streptopain	PR00797	375	396
P0C0J1	IPR025896	Spi protease inhibitor	PF13734	33	128
P0C0J1	IPR038765	Papain-like cysteine peptidase superfamily	SSF54001	32	398
P10520	IPR004093	Staphylokinase/Streptokinase	PF02821	53	166
P10520	IPR004093	Staphylokinase/Streptokinase	PF02821	183	302
P10520	IPR004093	Staphylokinase/Streptokinase	PF02821	321	425
P10520	IPR008124	Streptokinase	PR01753	29	43
P10520	IPR008124	Streptokinase	PR01753	63	79
P10520	IPR008124	Streptokinase	PR01753	118	134
P10520	IPR008124	Streptokinase	PR01753	137	154
P10520	IPR008124	Streptokinase	PR01753	170	185
P10520	IPR008124	Streptokinase	PR01753	197	213
P10520	IPR008124	Streptokinase	PR01753	234	248
P10520	IPR008124	Streptokinase	PR01753	262	279
P10520	IPR008124	Streptokinase	PR01753	297	316
P10520	IPR008124	Streptokinase	PR01753	344	358
P10520	IPR008124	Streptokinase	PR01753	373	389
P10520	IPR008124	Streptokinase	PR01753	410	425
P10520	IPR036120	Staphylokinase/Streptokinase superfamily	SSF54328	40	174
P10520	IPR036120	Staphylokinase/Streptokinase superfamily	SSF54328	177	313
P10520	IPR036120	Staphylokinase/Streptokinase superfamily	SSF54328	311	398
P50470	IPR003345	M protein repeat	PF02370	178	198
P50470	IPR003345	M protein repeat	PF02370	187	204
P50470	IPR003345	M protein repeat	PF02370	220	240
P50470	IPR003345	M protein repeat	PF02370	229	246
P50470	IPR003345	M protein repeat	PF02370	262	282
P50470	IPR005877	YSIRK Gram-positive signal peptide	PF04650	6	30
P50470	IPR005877	YSIRK Gram-positive signal peptide	TIGR01168	1	37
P50470	IPR019931	LPXTG cell wall anchor domain	PS50847	342	376
P50470	IPR019948	Gram-positive LPXTG cell wall anchor	PF00746	336	376
P50470	IPR019950	M protein-type anchor domain	PR00015	336	351
P50470	IPR019950	M protein-type anchor domain	PR00015	352	372
P58075	IPR004506	tRNA-specific 2-thiouridylase	MF_00144	7	361
P58075	IPR004506	tRNA-specific 2-thiouridylase	TIGR00420	8	360
P58075	IPR004506	tRNA-specific 2-thiouridylase	cd01998	8	360
P58075	IPR014729	Rossmann-like alpha/beta/alpha sandwich fold	G3DSA:3.40.50.620	1	213
P58075	IPR023382	Adenine nucleotide alpha hydrolase-like domains	G3DSA:2.30.30.280	214	282
P58080	IPR005920	Imidazolonepropionase	MF_00372	4	414
P58080	IPR005920	Imidazolonepropionase	PTHR42752	4	415
P58080	IPR005920	Imidazolonepropionase	TIGR01224	35	412
P58080	IPR005920	Imidazolonepropionase	cd01296	39	411
P58080	IPR006680	Amidohydrolase-related	PF01979	72	413
P58080	IPR011059	Metal-dependent hydrolase, composite domain superfamily	G3DSA:2.30.40.10	8	412
P58080	IPR011059	Metal-dependent hydrolase, composite domain superfamily	SSF51338	3	419
P58080	IPR032466	Metal-dependent hydrolase	SSF51556	75	375
P58083	IPR001106	Aromatic amino acid lyase	PF00221	12	470
P58083	IPR001106	Aromatic amino acid lyase	PTHR10362	5	495
P58083	IPR001106	Aromatic amino acid lyase	cd00332	10	450
P58083	IPR005921	Histidine ammonia-lyase	MF_00229	4	505
P58083	IPR005921	Histidine ammonia-lyase	TIGR01225	5	508
P58083	IPR008948	L-Aspartase-like	SSF48557	2	482
P58083	IPR022313	Phenylalanine/histidine ammonia-lyases, active site	PS00488	140	156
P58083	IPR024083	Fumarase/histidase, N-terminal	G3DSA:1.10.275.10	3	198
P58099	IPR000209	Peptidase S8/S53 domain	PF00082	121	559
P58099	IPR003137	PA domain	PF02225	371	445
P58099	IPR010435	Fn3-like domain	PF06280	597	707
P58099	IPR013783	Immunoglobulin-like fold	G3DSA:2.60.40.10	931	1032
P58099	IPR015500	Peptidase S8, subtilisin-related	PR00723	121	140
P58099	IPR015500	Peptidase S8, subtilisin-related	PR00723	189	202
P58099	IPR015500	Peptidase S8, subtilisin-related	PR00723	509	525
P58099	IPR019931	LPXTG cell wall anchor domain	PS50847	1144	1181
P58099	IPR022398	Peptidase S8, subtilisin, His-active site	PS00137	193	203
P58099	IPR023827	Peptidase S8, subtilisin,  Asp-active site	PS00136	126	137
P58099	IPR023828	Peptidase S8, subtilisin, Ser-active site	PS00138	510	520
P58099	IPR034216	C5a peptidase-like domain	cd07475	112	582
P58099	IPR036852	Peptidase S8/S53 domain superfamily	G3DSA:3.40.50.200	120	577
P58099	IPR036852	Peptidase S8/S53 domain superfamily	SSF52743	111	580
P58102	IPR001977	Dephospho-CoA kinase	MF_00376	1	196
P58102	IPR001977	Dephospho-CoA kinase	PF01121	1	179
P58102	IPR001977	Dephospho-CoA kinase	PS51219	2	197
P58102	IPR001977	Dephospho-CoA kinase	TIGR00152	2	187
P58102	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SSF52540	1	188
P58159	IPR002736	Triphosphoribosyl-dephospho-CoA protein	PF01874	11	287
P58159	IPR002736	Triphosphoribosyl-dephospho-CoA protein	PTHR30201	7	291
P58159	IPR017551	Triphosphoribosyl-dephospho-CoA synthase CitG	MF_00397	1	294
P58159	IPR017551	Triphosphoribosyl-dephospho-CoA synthase CitG	TIGR03125	8	289
P58160	IPR005551	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase	MF_00398	3	182
P58160	IPR005551	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase	PF03802	13	177
P58160	IPR005551	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase	TIGR03124	12	177
P58183	IPR002676	RimM, N-terminal	PF01782	6	89
P58183	IPR009000	Translation protein, beta-barrel domain superfamily	SSF50447	2	89
P58183	IPR011033	PRC-barrel-like superfamily	SSF50346	99	168
P58183	IPR011961	16S rRNA processing protein RimM	MF_00014	3	168
P58183	IPR011961	16S rRNA processing protein RimM	TIGR02273	4	168
P58183	IPR027275	PRC-barrel domain	PF05239	96	167
P58183	IPR036976	RimM, N-terminal domain superfamily	G3DSA:2.40.30.60	3	91
P59819	IPR003728	Ribosome maturation factor RimP	MF_01077	28	178
P59819	IPR003728	Ribosome maturation factor RimP	PTHR33867	29	177
P59819	IPR028989	Ribosome maturation factor RimP, N-terminal	PF02576	40	106
P59819	IPR028998	Ribosome maturation factor RimP, C-terminal	PF17384	109	177
P59819	IPR028998	Ribosome maturation factor RimP, C-terminal	cd01734	104	178
P59819	IPR035956	RimP, N-terminal domain superfamily	G3DSA:3.30.300.70	21	103
P59819	IPR035956	RimP, N-terminal domain superfamily	SSF75420	22	106
P59819	IPR036847	Ribosome maturation factor RimP, C-terminal domain superfamily	SSF74942	107	177
P60080	IPR009242	Protein of unknown function DUF896	MF_01103	1	59
P60080	IPR009242	Protein of unknown function DUF896	PF05979	4	67
P60080	IPR009242	Protein of unknown function DUF896	PTHR37300	1	73
P60187	IPR008681	Negative regulator of genetic competence, MecA	MF_01124	1	251
P60187	IPR008681	Negative regulator of genetic competence, MecA	PF05389	1	247
P60187	IPR008681	Negative regulator of genetic competence, MecA	PIRSF029008	1	253
P60187	IPR008681	Negative regulator of genetic competence, MecA	PTHR39161	1	250
P60187	IPR038471	MecA, C-terminal domain superfamily	G3DSA:3.30.70.1950	153	250
P60199	IPR001279	Metallo-beta-lactamase	PF00753	34	88
P60199	IPR001279	Metallo-beta-lactamase	PF12706	206	274
P60199	IPR013471	Ribonuclease Z/BN	MF_01818	1	309
P60199	IPR013471	Ribonuclease Z/BN	TIGR02651	2	307
P60199	IPR013471	Ribonuclease Z/BN	cd07717	3	307
P60199	IPR036866	Ribonuclease Z/Hydroxyacylglutathione hydrolase-like	G3DSA:3.60.15.10	1	308
P60199	IPR036866	Ribonuclease Z/Hydroxyacylglutathione hydrolase-like	SSF56281	1	307
P60220	IPR005234	Chromosome segregation/condensation protein ScpB	MF_01804	1	179
P60220	IPR005234	Chromosome segregation/condensation protein ScpB	PF04079	6	164
P60220	IPR005234	Chromosome segregation/condensation protein ScpB	PIRSF019345	1	181
P60220	IPR005234	Chromosome segregation/condensation protein ScpB	PTHR34298	4	175
P60220	IPR005234	Chromosome segregation/condensation protein ScpB	TIGR00281	5	168
P60220	IPR036388	Winged helix-like DNA-binding domain superfamily	G3DSA:1.10.10.10	2	76
P60220	IPR036388	Winged helix-like DNA-binding domain superfamily	G3DSA:1.10.10.10	77	166
P60220	IPR036390	Winged helix DNA-binding domain superfamily	SSF46785	3	78
P60220	IPR036390	Winged helix DNA-binding domain superfamily	SSF46785	83	157
P60381	IPR006504	Transcriptional regulator Spx/MgsR	TIGR01617	3	114
P60381	IPR006660	Arsenate reductase-like	PF03960	9	113
P60381	IPR006660	Arsenate reductase-like	PS51353	1	131
P60381	IPR023731	Regulatory protein Spx	MF_01132	1	131
P60381	IPR036249	Thioredoxin-like superfamily	G3DSA:3.40.30.10	1	120
P60381	IPR036249	Thioredoxin-like superfamily	SSF52833	1	125
P60388	IPR003781	CoA-binding	PF02629	83	182
P60388	IPR003781	CoA-binding	SM00881	80	183
P60388	IPR009718	Rex DNA-binding, C-terminal domain	PF06971	7	54
P60388	IPR022876	Redox-sensing transcriptional repressor Rex	MF_01131	2	212
P60388	IPR022876	Redox-sensing transcriptional repressor Rex	PTHR35786	4	211
P60388	IPR036291	NAD(P)-binding domain superfamily	SSF51735	83	210
P60388	IPR036388	Winged helix-like DNA-binding domain superfamily	G3DSA:1.10.10.10	1	77
P60388	IPR036390	Winged helix DNA-binding domain superfamily	SSF46785	8	79
P60419	IPR016979	Protein of unknown function DUF2129	MF_01126	3	80
P60419	IPR016979	Protein of unknown function DUF2129	PF09902	7	76
P60419	IPR016979	Protein of unknown function DUF2129	PIRSF031653	1	91
P60434	IPR002171	Ribosomal protein L2	PIRSF002158	5	276
P60434	IPR002171	Ribosomal protein L2	PTHR13691	7	275
P60434	IPR002171	Ribosomal protein L2	SM01383	42	118
P60434	IPR005880	Ribosomal protein L2, bacterial/organellar-type	MF_01320_B	1	275
P60434	IPR005880	Ribosomal protein L2, bacterial/organellar-type	TIGR01171	3	275
P60434	IPR008991	Translation protein SH3-like domain superfamily	SSF50104	126	273
P60434	IPR012340	Nucleic acid-binding, OB-fold	SSF50249	3	125
P60434	IPR014722	Ribosomal protein L2, domain 2	G3DSA:2.30.30.30	118	196
P60434	IPR014726	Ribosomal protein L2, domain 3	G3DSA:4.10.950.10	197	276
P60434	IPR022666	Ribosomal Proteins L2, RNA binding domain	PF00181	42	118
P60434	IPR022669	Ribosomal protein L2, C-terminal	PF03947	125	251
P60434	IPR022669	Ribosomal protein L2, C-terminal	SM01382	124	253
P60434	IPR022671	Ribosomal protein L2, conserved site	PS00467	218	229
P60811	IPR000297	Peptidyl-prolyl cis-trans isomerase, PpiC-type	PF13145	133	252
P60811	IPR000297	Peptidyl-prolyl cis-trans isomerase, PpiC-type	PS50198	145	240
P60811	IPR023059	Foldase protein PrsA	MF_01145	5	298
P60811	IPR027304	Trigger factor/SurA domain superfamily	SSF109998	31	175
P60812	IPR000297	Peptidyl-prolyl cis-trans isomerase, PpiC-type	PF13145	134	249
P60812	IPR000297	Peptidyl-prolyl cis-trans isomerase, PpiC-type	PS50198	146	241
P60812	IPR023059	Foldase protein PrsA	MF_01145	5	299
P60812	IPR027304	Trigger factor/SurA domain superfamily	SSF109998	33	176
P60965	IPR001640	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase Lgt	MF_01147	2	250
P60965	IPR001640	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase Lgt	PF01790	4	246
P60965	IPR001640	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase Lgt	PS01311	130	142
P60965	IPR001640	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase Lgt	PTHR30589	2	252
P60965	IPR001640	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase Lgt	TIGR00544	3	245
P63375	IPR003439	ABC transporter-like	PF00005	21	177
P63375	IPR003439	ABC transporter-like	PS50893	6	247
P63375	IPR003593	AAA+ ATPase domain	SM00382	30	223
P63375	IPR005670	Phosphate transport system permease protein 1	TIGR00972	6	252
P63375	IPR005670	Phosphate transport system permease protein 1	cd03260	6	232
P63375	IPR015850	ABC transporter, phosphate import, PstB	PS51238	206	252
P63375	IPR017871	ABC transporter, conserved site	PS00211	149	163
P63375	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SSF52540	3	239
P63378	IPR003439	ABC transporter-like	PF00005	37	191
P63378	IPR003439	ABC transporter-like	PS50893	21	262
P63378	IPR003593	AAA+ ATPase domain	SM00382	45	247
P63378	IPR005670	Phosphate transport system permease protein 1	TIGR00972	21	267
P63378	IPR005670	Phosphate transport system permease protein 1	cd03260	21	249
P63378	IPR015850	ABC transporter, phosphate import, PstB	PS51238	221	267
P63378	IPR017871	ABC transporter, conserved site	PS00211	164	178
P63378	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SSF52540	18	254
P63415	IPR000890	Aliphatic acid kinase, short-chain	PF00871	4	389
P63415	IPR000890	Aliphatic acid kinase, short-chain	PR00471	4	15
P63415	IPR000890	Aliphatic acid kinase, short-chain	PR00471	172	185
P63415	IPR000890	Aliphatic acid kinase, short-chain	PR00471	202	223
P63415	IPR000890	Aliphatic acid kinase, short-chain	PR00471	301	314
P63415	IPR000890	Aliphatic acid kinase, short-chain	PR00471	323	339
P63415	IPR000890	Aliphatic acid kinase, short-chain	PR00471	376	388
P63415	IPR000890	Aliphatic acid kinase, short-chain	PTHR21060	1	396
P63415	IPR004372	Acetate/propionate kinase	MF_00020	1	398
P63415	IPR004372	Acetate/propionate kinase	PIRSF000722	1	398
P63415	IPR004372	Acetate/propionate kinase	TIGR00016	2	394
P63415	IPR023865	Aliphatic acid kinase, short-chain, conserved site	PS01075	4	15
P63415	IPR023865	Aliphatic acid kinase, short-chain, conserved site	PS01076	202	219
P63415	IPR043129	ATPase, nucleotide binding domain	SSF53067	1	194
P63415	IPR043129	ATPase, nucleotide binding domain	SSF53067	156	395
P63443	IPR003231	Acyl carrier protein (ACP)	MF_01217	2	73
P63443	IPR009081	Phosphopantetheine binding ACP domain	PF00550	5	69
P63443	IPR009081	Phosphopantetheine binding ACP domain	PS50075	1	73
P63443	IPR036736	ACP-like superfamily	G3DSA:1.10.1200.10	1	74
P63443	IPR036736	ACP-like superfamily	SSF47336	3	72
P63546	IPR000836	Phosphoribosyltransferase domain	PF00156	35	167
P63546	IPR000836	Phosphoribosyltransferase domain	cd06223	36	156
P63546	IPR005764	Adenine phosphoribosyl transferase	MF_00004	3	170
P63546	IPR005764	Adenine phosphoribosyl transferase	TIGR01090	3	169
P63546	IPR029057	Phosphoribosyltransferase-like	G3DSA:3.40.50.2020	1	171
P63546	IPR029057	Phosphoribosyltransferase-like	SSF53271	5	167
P63590	IPR001381	3-dehydroquinate dehydratase type I	MF_00214	2	222
P63590	IPR001381	3-dehydroquinate dehydratase type I	PF01487	6	218
P63590	IPR001381	3-dehydroquinate dehydratase type I	TIGR01093	3	218
P63590	IPR001381	3-dehydroquinate dehydratase type I	cd00502	2	220
P63590	IPR013785	Aldolase-type TIM barrel	G3DSA:3.20.20.70	1	228
P63597	IPR011342	Shikimate dehydrogenase	TIGR00507	12	284
P63597	IPR013708	Shikimate dehydrogenase substrate binding, N-terminal	PF08501	14	96
P63597	IPR022893	Shikimate dehydrogenase family	MF_00222	9	291
P63597	IPR036291	NAD(P)-binding domain superfamily	SSF51735	111	289
P63597	IPR041121	SDH, C-terminal	PF18317	260	286
P63703	IPR002915	DeoC/FbaB/LacD aldolase	PF01791	20	281
P63703	IPR002915	DeoC/FbaB/LacD aldolase	SM01133	20	282
P63703	IPR005927	Tagatose 1,6-diphosphate aldolase	MF_00734	1	325
P63703	IPR005927	Tagatose 1,6-diphosphate aldolase	TIGR01232	4	324
P63703	IPR013785	Aldolase-type TIM barrel	G3DSA:3.20.20.70	1	325
P63705	IPR002915	DeoC/FbaB/LacD aldolase	PF01791	22	283
P63705	IPR002915	DeoC/FbaB/LacD aldolase	SM01133	22	284
P63705	IPR005927	Tagatose 1,6-diphosphate aldolase	MF_00734	1	327
P63705	IPR005927	Tagatose 1,6-diphosphate aldolase	TIGR01232	5	326
P63705	IPR013785	Aldolase-type TIM barrel	G3DSA:3.20.20.70	3	327
P63735	IPR002474	Carbamoyl-phosphate synthase small subunit, N-terminal domain	PF00988	4	130
P63735	IPR002474	Carbamoyl-phosphate synthase small subunit, N-terminal domain	SM01097	2	132
