UniProt	GOBP name	GOMF name	GOCC name	GOBP slim name	GOCC slim name	KEGG name	Pfam	GSEA	Keywords	Corum	GOBP	GOMF	GOCC	GOBP slim	GOCC slim	ENSG	ENSP	ENST	Isoform ID	Flybase	Gene name	Interpro	Interpro name	KEGG	MGI	MIM	PDB	Pfam	PRINTS	PRINTS name	Prosite	Prosite name	Protein name	Reactome	SGD	SMART	SMART name	Taxonomy	UniProt names	WormBase	EC	eggNOG
P66376;P58172;Q490W9	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	tRNA binding;nucleic acid binding;RNA binding;structural constituent of ribosome;structural molecule activity;binding;rRNA binding	small ribosomal subunit;ribonucleoprotein complex;macromolecular complex;organelle part;intracellular part;intracellular organelle part;cell part	translation;metabolic process;biosynthetic process;cellular process;protein metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process	small ribosomal subunit;ribonucleoprotein complex;macromolecular complex;cell part	Ribosome	Ribosom_S12_S23		Completeproteome;Referenceproteome;Ribonucleoprotein;Ribosomalprotein;RNA-binding;rRNA-binding;tRNA-binding		GO:0006412;GO:0008152;GO:0009058;GO:0009059;GO:0009987;GO:0019538;GO:0034645;GO:0043170;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0044267	GO:0000049;GO:0003676;GO:0003723;GO:0003735;GO:0005198;GO:0005488;GO:0019843	GO:0015935;GO:0030529;GO:0032991;GO:0044422;GO:0044424;GO:0044446;GO:0044464	GO:0006412;GO:0008152;GO:0009058;GO:0009987;GO:0019538;GO:0043170;GO:0044237;GO:0044238	GO:0015935;GO:0030529;GO:0032991;GO:0044464	SPy_0271;M5005_Spy0230	AAK33345;AAZ50849	AAK33345;AAZ50849			rpsL	IPR012340;IPR006032;IPR005679	NA-bd_OB-fold;Ribosomal_S12/S23;Ribosomal_S12_bac	ko03010				PF00164	PR01034	RIBOSOMALS12	PS00055	RIBOSOMAL_S12	30S ribosomal protein S12					Streptococcus pyogenes serotype M1	RS12_STRP1			COG0048
Q9A1I0;Q490X7		rRNA (adenine-N6,N6-)-dimethyltransferase activity;nucleic acid binding;RNA binding;catalytic activity;binding;methyltransferase activity;N-methyltransferase activity;RNA methyltransferase activity;rRNA methyltransferase activity;S-adenosylmethionine-dependent methyltransferase activity;rRNA (adenine) methyltransferase activity;transferase activity;transferase activity, transferring one-carbon groups	cytoplasm;intracellular part;cell part		cytoplasm;cell part		RrnaAD		Completeproteome;Cytoplasm;Methyltransferase;Referenceproteome;RNA-binding;rRNAprocessing;S-adenosyl-L-methionine;Transferase			GO:0000179;GO:0003676;GO:0003723;GO:0003824;GO:0005488;GO:0008168;GO:0008170;GO:0008173;GO:0008649;GO:0008757;GO:0016433;GO:0016740;GO:0016741	GO:0005737;GO:0044424;GO:0044464		GO:0005737;GO:0044464	SPy_0262;M5005_Spy0222	AAK33337;AAZ50841	AAK33337;AAZ50841			rsmA	IPR001737;IPR023165;IPR020596;IPR020598;IPR011530;IPR029063	KsgA/Erm;rRNA_Ade_diMease-like;rRNA_Ade_Mease_Trfase_CS;rRNA_Ade_methylase_Trfase_N;rRNA_adenine_dimethylase;SAM-dependent_MTases					PF00398			PS01131;PS51689	RRNA_A_DIMETH;SAM_RNA_A_N6_MT	Ribosomal RNA small subunit methyltransferase A			SM00650	rADc	Streptococcus pyogenes serotype M1	RSMA_STRP1		2.1.1.182	COG0030
P67023;Q490Z6;Q9A1J8	organic acid metabolic process;nucleobase-containing compound metabolic process;tRNA metabolic process;tRNA aminoacylation for protein translation;glutamyl-tRNA aminoacylation;cellular amino acid metabolic process;nitrogen compound metabolic process;metabolic process;amine metabolic process;cellular process;RNA metabolic process;carboxylic acid metabolic process;cellular nitrogen compound metabolic process;ncRNA metabolic process;cellular ketone metabolic process;amino acid activation;tRNA aminoacylation;macromolecule metabolic process;oxoacid metabolic process;cellular amine metabolic process;cellular metabolic process;primary metabolic process;cellular macromolecule metabolic process;small molecule metabolic process;nucleic acid metabolic process	tRNA binding;nucleotide binding;nucleic acid binding;RNA binding;catalytic activity;aminoacyl-tRNA ligase activity;glutamate-tRNA ligase activity;binding;ATP binding;ligase activity;ligase activity, forming carbon-oxygen bonds;ligase activity, forming aminoacyl-tRNA and related compounds;purine nucleotide binding;adenyl nucleotide binding;ribonucleotide binding;purine ribonucleotide binding;adenyl ribonucleotide binding;purine ribonucleoside triphosphate binding	cytoplasm;intracellular part;cell part	organic acid metabolic process;nucleobase-containing compound metabolic process;tRNA metabolic process;tRNA aminoacylation for protein translation;cellular amino acid metabolic process;nitrogen compound metabolic process;metabolic process;amine metabolic process;cellular process;RNA metabolic process;cellular nitrogen compound metabolic process;cellular ketone metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;small molecule metabolic process	cytoplasm;cell part	Aminoacyl-tRNA biosynthesis	tRNA-synt_1c		Aminoacyl-tRNAsynthetase;ATP-binding;Completeproteome;Cytoplasm;Ligase;Nucleotide-binding;Proteinbiosynthesis;Referenceproteome		GO:0006082;GO:0006139;GO:0006399;GO:0006418;GO:0006424;GO:0006520;GO:0006807;GO:0008152;GO:0009308;GO:0009987;GO:0016070;GO:0019752;GO:0034641;GO:0034660;GO:0042180;GO:0043038;GO:0043039;GO:0043170;GO:0043436;GO:0044106;GO:0044237;GO:0044238;GO:0044260;GO:0044281;GO:0090304	GO:0000049;GO:0000166;GO:0003676;GO:0003723;GO:0003824;GO:0004812;GO:0004818;GO:0005488;GO:0005524;GO:0016874;GO:0016875;GO:0016876;GO:0017076;GO:0030554;GO:0032553;GO:0032555;GO:0032559;GO:0035639	GO:0005737;GO:0044424;GO:0044464	GO:0006082;GO:0006139;GO:0006399;GO:0006418;GO:0006520;GO:0006807;GO:0008152;GO:0009308;GO:0009987;GO:0016070;GO:0034641;GO:0042180;GO:0043170;GO:0044237;GO:0044238;GO:0044281	GO:0005737;GO:0044464	SPy_0239;M5005_Spy0203	AAK33319;AAZ50822	AAK33319;AAZ50822			gltX	IPR008925;IPR020751;IPR001412;IPR004527;IPR000924;IPR020061;IPR020058;IPR014729	aa-tRNA-synth_I_codon-bd;aa-tRNA-synth_I_codon-bd_sub2;aa-tRNA-synth_I_CS;Glu-tRNA-ligase_bac/mito;Glu/Gln-tRNA-synth;Glu/Gln-tRNA-synth_Ib_a-bdl;Glu/Gln-tRNA-synth_Ib_cat-dom;Rossmann-like_a/b/a_fold	ko00970				PF00749	PR00987	TRNASYNTHGLU	PS00178	AA_TRNA_LIGASE_I	Glutamate--tRNA ligase					Streptococcus pyogenes serotype M1	SYE_STRP1		6.1.1.17	COG0008
Q9A115;Q490C3	organic acid metabolic process;nucleobase-containing compound metabolic process;tRNA metabolic process;tRNA aminoacylation for protein translation;threonyl-tRNA aminoacylation;cellular amino acid metabolic process;nitrogen compound metabolic process;metabolic process;amine metabolic process;cellular process;RNA metabolic process;carboxylic acid metabolic process;cellular nitrogen compound metabolic process;ncRNA metabolic process;cellular ketone metabolic process;amino acid activation;tRNA aminoacylation;macromolecule metabolic process;oxoacid metabolic process;cellular amine metabolic process;cellular metabolic process;primary metabolic process;cellular macromolecule metabolic process;small molecule metabolic process;nucleic acid metabolic process	nucleotide binding;catalytic activity;aminoacyl-tRNA ligase activity;threonine-tRNA ligase activity;binding;ATP binding;ligase activity;ligase activity, forming carbon-oxygen bonds;ligase activity, forming aminoacyl-tRNA and related compounds;purine nucleotide binding;adenyl nucleotide binding;ribonucleotide binding;purine ribonucleotide binding;adenyl ribonucleotide binding;purine ribonucleoside triphosphate binding;ion binding;cation binding;metal ion binding	cytoplasm;intracellular part;cell part	organic acid metabolic process;nucleobase-containing compound metabolic process;tRNA metabolic process;tRNA aminoacylation for protein translation;cellular amino acid metabolic process;nitrogen compound metabolic process;metabolic process;amine metabolic process;cellular process;RNA metabolic process;cellular nitrogen compound metabolic process;cellular ketone metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;small molecule metabolic process	cytoplasm;cell part	Aminoacyl-tRNA biosynthesis	HGTP_anticodon;TGS;tRNA-synt_2b;tRNA_SAD		Aminoacyl-tRNAsynthetase;ATP-binding;Completeproteome;Cytoplasm;Ligase;Metal-binding;Nucleotide-binding;Proteinbiosynthesis;Referenceproteome;Zinc		GO:0006082;GO:0006139;GO:0006399;GO:0006418;GO:0006435;GO:0006520;GO:0006807;GO:0008152;GO:0009308;GO:0009987;GO:0016070;GO:0019752;GO:0034641;GO:0034660;GO:0042180;GO:0043038;GO:0043039;GO:0043170;GO:0043436;GO:0044106;GO:0044237;GO:0044238;GO:0044260;GO:0044281;GO:0090304	GO:0000166;GO:0003824;GO:0004812;GO:0004829;GO:0005488;GO:0005524;GO:0016874;GO:0016875;GO:0016876;GO:0017076;GO:0030554;GO:0032553;GO:0032555;GO:0032559;GO:0035639;GO:0043167;GO:0043169;GO:0046872	GO:0005737;GO:0044424;GO:0044464	GO:0006082;GO:0006139;GO:0006399;GO:0006418;GO:0006520;GO:0006807;GO:0008152;GO:0009308;GO:0009987;GO:0016070;GO:0034641;GO:0042180;GO:0043170;GO:0044237;GO:0044238;GO:0044281	GO:0005737;GO:0044464	SPy_0517;M5005_Spy0427	AAK33516;AAZ51045	AAK33516;AAZ51045			thrS	IPR002314;IPR006195;IPR004154;IPR012675;IPR004095;IPR012676;IPR002320;IPR018163;IPR012947	aa-tRNA-synt_IIb_cons-dom;aa-tRNA-synth_II;Anticodon-bd;Beta-grasp_dom;TGS;TGS-like;Thr-tRNA-ligase_IIa;Thr/Ala-tRNA-synth_IIc_edit;tRNA_SAD	ko00970				PF03129;PF02824;PF00587;PF07973	PR01047	TRNASYNTHTHR	PS50862	AA_TRNA_LIGASE_II	Threonine--tRNA ligase			SM00863	tRNA_SAD	Streptococcus pyogenes serotype M1	SYT_STRP1		6.1.1.3	COG0441
Q9A1U3;Q491L8	organic acid metabolic process;nucleobase-containing compound metabolic process;tRNA metabolic process;tRNA aminoacylation for protein translation;tyrosyl-tRNA aminoacylation;cellular amino acid metabolic process;nitrogen compound metabolic process;metabolic process;amine metabolic process;cellular process;RNA metabolic process;carboxylic acid metabolic process;cellular nitrogen compound metabolic process;ncRNA metabolic process;cellular ketone metabolic process;amino acid activation;tRNA aminoacylation;macromolecule metabolic process;oxoacid metabolic process;cellular amine metabolic process;cellular metabolic process;primary metabolic process;cellular macromolecule metabolic process;small molecule metabolic process;nucleic acid metabolic process	nucleotide binding;nucleic acid binding;RNA binding;catalytic activity;aminoacyl-tRNA ligase activity;tyrosine-tRNA ligase activity;binding;ATP binding;ligase activity;ligase activity, forming carbon-oxygen bonds;ligase activity, forming aminoacyl-tRNA and related compounds;purine nucleotide binding;adenyl nucleotide binding;ribonucleotide binding;purine ribonucleotide binding;adenyl ribonucleotide binding;purine ribonucleoside triphosphate binding	cytoplasm;intracellular part;cell part	organic acid metabolic process;nucleobase-containing compound metabolic process;tRNA metabolic process;tRNA aminoacylation for protein translation;cellular amino acid metabolic process;nitrogen compound metabolic process;metabolic process;amine metabolic process;cellular process;RNA metabolic process;cellular nitrogen compound metabolic process;cellular ketone metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;small molecule metabolic process	cytoplasm;cell part	Aminoacyl-tRNA biosynthesis	S4;tRNA-synt_1b		Aminoacyl-tRNAsynthetase;ATP-binding;Completeproteome;Cytoplasm;Ligase;Nucleotide-binding;Proteinbiosynthesis;Referenceproteome;RNA-binding		GO:0006082;GO:0006139;GO:0006399;GO:0006418;GO:0006437;GO:0006520;GO:0006807;GO:0008152;GO:0009308;GO:0009987;GO:0016070;GO:0019752;GO:0034641;GO:0034660;GO:0042180;GO:0043038;GO:0043039;GO:0043170;GO:0043436;GO:0044106;GO:0044237;GO:0044238;GO:0044260;GO:0044281;GO:0090304	GO:0000166;GO:0003676;GO:0003723;GO:0003824;GO:0004812;GO:0004831;GO:0005488;GO:0005524;GO:0016874;GO:0016875;GO:0016876;GO:0017076;GO:0030554;GO:0032553;GO:0032555;GO:0032559;GO:0035639	GO:0005737;GO:0044424;GO:0044464	GO:0006082;GO:0006139;GO:0006399;GO:0006418;GO:0006520;GO:0006807;GO:0008152;GO:0009308;GO:0009987;GO:0016070;GO:0034641;GO:0042180;GO:0043170;GO:0044237;GO:0044238;GO:0044281	GO:0005737;GO:0044464	SPy_0096;M5005_Spy0081	AAK33214;AAZ50700	AAK33214;AAZ50700			tyrS	IPR001412;IPR002305;IPR014729;IPR002942;IPR002307;IPR024088;IPR024107	aa-tRNA-synth_I_CS;aa-tRNA-synth_Ic;Rossmann-like_a/b/a_fold;S4_RNA-bd;Tyr-tRNA-ligase;Tyr-tRNA-ligase_bac-type;Tyr-tRNA-ligase_bac_1	ko00970				PF01479;PF00579	PR01040	TRNASYNTHTYR	PS00178;PS50889	AA_TRNA_LIGASE_I;S4	Tyrosine--tRNA ligase			SM00363	S4	Streptococcus pyogenes serotype M1	SYY_STRP1		6.1.1.1	COG0162
P67253;Q48YN8;Q99ZK0	nucleobase-containing compound metabolic process;transcription initiation, DNA-dependent;nitrogen compound metabolic process;metabolic process;biosynthetic process;cellular process;RNA metabolic process;RNA biosynthetic process;cellular nitrogen compound metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;nucleic acid metabolic process	protein binding transcription factor activity;core RNA polymerase binding transcription factor activity;core DNA-dependent RNA polymerase binding promoter specificity activity;nucleic acid binding transcription factor activity;nucleic acid binding;DNA binding;sequence-specific DNA binding transcription factor activity;binding;sigma factor activity		nucleobase-containing compound metabolic process;transcription initiation, DNA-dependent;nitrogen compound metabolic process;metabolic process;biosynthetic process;cellular process;RNA metabolic process;cellular nitrogen compound metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process			UPF0122		3D-structure;Completeproteome;Referenceproteome		GO:0006139;GO:0006352;GO:0006807;GO:0008152;GO:0009058;GO:0009987;GO:0016070;GO:0032774;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0090304	GO:0000988;GO:0000990;GO:0000996;GO:0001071;GO:0003676;GO:0003677;GO:0003700;GO:0005488;GO:0016987		GO:0006139;GO:0006352;GO:0006807;GO:0008152;GO:0009058;GO:0009987;GO:0016070;GO:0034641;GO:0043170;GO:0044237;GO:0044238		SPy_1201;M5005_Spy0916	AAK34061;AAZ51534	AAK34061;AAZ51534				IPR013324;IPR007394;IPR011991	RNA_pol_sigma_r3_r4;UPF0122;WHTH_DNA-bd_dom				1S7O	PF04297					UPF0122 protein SPy_1201/M5005_Spy0916					Streptococcus pyogenes serotype M1	Y1201_STRP1			COG2739
P67372;Q48XT1;Q99YY0		binding;lipid binding					DegV		3D-structure;Completeproteome;Lipid-binding;Referenceproteome			GO:0005488;GO:0008289				SPy_1493;M5005_Spy1226	AAK34292;AAZ51844	AAK34292;AAZ51844				IPR003797	DegV				2G7Z	PF02645			PS51482	DEGV	DegV domain-containing protein SPy_1493/M5005_Spy1226					Streptococcus pyogenes serotype M1	Y1493_STRP1			COG1307
Q99YP1;Q48XI6							DUF402		Completeproteome;Referenceproteome							SPy_1608;M5005_Spy1321	AAK34385;AAZ51939	AAK34385;AAZ51939				IPR007295;IPR016882	DUF402;UPF0374					PF04167					UPF0374 protein SPy_1608/M5005_Spy1321					Streptococcus pyogenes serotype M1	Y1608_STRP1			COG3557
Q99XV5;Q48WE8							CsbD		Completeproteome;Referenceproteome							SPy_2005;M5005_Spy1709	AAK34687;AAZ52327	AAK34687;AAZ52327				IPR008462	CsbD					PF05532					UPF0337 protein SPy_2005/M5005_Spy1709					Streptococcus pyogenes serotype M1	Y2005_STRP1			COG3237
Q9A0J1;Q48ZM3	nucleobase-containing compound metabolic process;purine nucleotide metabolic process;purine nucleotide biosynthetic process;nucleoside phosphate metabolic process;ATP biosynthetic process;nitrogen compound metabolic process;transport;ion transport;cation transport;hydrogen transport;metabolic process;biosynthetic process;nucleotide metabolic process;nucleoside triphosphate metabolic process;nucleoside triphosphate biosynthetic process;purine nucleoside triphosphate metabolic process;purine nucleoside triphosphate biosynthetic process;purine ribonucleotide metabolic process;purine ribonucleotide biosynthetic process;nucleotide biosynthetic process;ribonucleoside triphosphate metabolic process;ribonucleoside triphosphate biosynthetic process;purine ribonucleoside triphosphate metabolic process;purine ribonucleoside triphosphate biosynthetic process;ribonucleotide metabolic process;ribonucleotide biosynthetic process;cellular process;monovalent inorganic cation transport;energy coupled proton transport, down electrochemical gradient;ATP synthesis coupled proton transport;proton transport;heterocycle biosynthetic process;ion transmembrane transport;cellular nitrogen compound metabolic process;nucleobase-containing compound biosynthetic process;plasma membrane ATP synthesis coupled proton transport;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular nitrogen compound biosynthetic process;small molecule metabolic process;ATP metabolic process;heterocycle metabolic process;establishment of localization;transmembrane transport;nucleobase-containing small molecule metabolic process;purine-containing compound metabolic process;purine-containing compound biosynthetic process	transporter activity;cation transmembrane transporter activity;ion transmembrane transporter activity;monovalent inorganic cation transmembrane transporter activity;hydrogen ion transmembrane transporter activity;transmembrane transporter activity;inorganic cation transmembrane transporter activity;substrate-specific transmembrane transporter activity;substrate-specific transporter activity;hydrogen ion transporting ATP synthase activity, rotational mechanism	plasma membrane;membrane;integral to membrane;intrinsic to membrane;macromolecular complex;proton-transporting two-sector ATPase complex, proton-transporting domain;protein complex;intracellular part;membrane part;cell part;proton-transporting ATP synthase complex, coupling factor F(o)	nucleobase-containing compound metabolic process;nitrogen compound metabolic process;transport;ion transport;hydrogen transport;metabolic process;biosynthetic process;nucleotide metabolic process;cellular process;cellular nitrogen compound metabolic process;cellular metabolic process;primary metabolic process;small molecule metabolic process;heterocycle metabolic process;establishment of localization;transmembrane transport;nucleobase-containing small molecule metabolic process	plasma membrane;membrane;macromolecular complex;protein complex;cell part	Oxidative phosphorylation;Photosynthesis	ATP-synt_B		ATPsynthesis;Cellmembrane;CF(0);Completeproteome;Hydrogeniontransport;Iontransport;Membrane;Referenceproteome;Transmembrane;Transmembranehelix;Transport		GO:0006139;GO:0006163;GO:0006164;GO:0006753;GO:0006754;GO:0006807;GO:0006810;GO:0006811;GO:0006812;GO:0006818;GO:0008152;GO:0009058;GO:0009117;GO:0009141;GO:0009142;GO:0009144;GO:0009145;GO:0009150;GO:0009152;GO:0009165;GO:0009199;GO:0009201;GO:0009205;GO:0009206;GO:0009259;GO:0009260;GO:0009987;GO:0015672;GO:0015985;GO:0015986;GO:0015992;GO:0018130;GO:0034220;GO:0034641;GO:0034654;GO:0042777;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0046034;GO:0046483;GO:0051234;GO:0055085;GO:0055086;GO:0072521;GO:0072522	GO:0005215;GO:0008324;GO:0015075;GO:0015077;GO:0015078;GO:0022857;GO:0022890;GO:0022891;GO:0022892;GO:0046933	GO:0005886;GO:0016020;GO:0016021;GO:0031224;GO:0032991;GO:0033177;GO:0043234;GO:0044424;GO:0044425;GO:0044464;GO:0045263	GO:0006139;GO:0006807;GO:0006810;GO:0006811;GO:0006818;GO:0008152;GO:0009058;GO:0009117;GO:0009987;GO:0034641;GO:0044237;GO:0044238;GO:0044281;GO:0046483;GO:0051234;GO:0055085;GO:0055086	GO:0005886;GO:0016020;GO:0032991;GO:0043234;GO:0044464	SPy_0756;M5005_Spy0577	AAK33699;AAZ51195	AAK33699;AAZ51195			atpF	IPR028987;IPR002146;IPR005864	ATPase_B-like_membr;ATPase_F0-cplx_b/b'su_bac;ATPase_F0-cplx_bsu_bac	ko00190;ko00195				PF00430					ATP synthase subunit b					Streptococcus pyogenes serotype M1	ATPF_STRP1			COG0711
