												annotations												log2 SILAC ratios UV / ctrl																												protein abundances																															
P65483	murG	M5005_Spy1252;SPy_1524	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=murG PE=3 SV=1	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase {ECO:0000255|HAMAP-Rule:MF_00033}			66	18	360	40.4	7.02	carbohydrate metabolic process;cell cycle;cell division;cell wall organization;lipid glycosylation;peptidoglycan biosynthetic process;regulation of cell shape	UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase activity;undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity	plasma membrane	Glyco_tran_28_C;Glyco_transf_28	PF03033;PF04101	GlcNAc_MurG;Glyco_trans_28_C;GlycoTrans_28_N	IPR004276;IPR006009;IPR007235		2.4.1.227	Cell wall formation. Catalyzes the transfer of a GlcNAcsubunit on undecaprenyl-pyrophosphoryl-MurNAc-pentapeptide (lipidintermediate I) to form undecaprenyl-pyrophosphoryl-MurNAc-(pentapeptide)GlcNAc (lipid intermediate II).	 Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_00033}.;Cell membrane {ECO:0000255|HAMAP-Rule:MF_00033}	RBP	0.005171651	-0.116351761	0.028439133	-0.146030321	0.267497599	0.905108007	-0.057192825	-0.094677901	-0.108226409	-0.052448501	-0.205639576	0.043836588	0.853235086	-0.115248097	0.665980909	-0.941443468	1.301610936	-1.386184385	0.876775007	0.917073983	-0.090009002	NA	NA	NA	NA	NA	NA	NA	327979964.5	302366553.8	341438693.7	301429855.2	365396761.2	301236278.9	352935883	340150867.3	322066203.7	288688998.4	322166793.6	253498115.8	277957937.8	346296738.1	263245193.5	312518254	6293132.779	3655149.205	7623674.523	3348469.974	7694055.579	3492162.932	6454140.088	3240613.026	7734497.636	3215731.948	8461850.185	1452396.484	7748282.207	3905394.699	16896858.81	2673191.861
Q9A1F7	oppD	SPy_0296	Oligopeptidepermease (ATP-binding protein) OS=Streptococcus pyogenes serotype M1 OX=301447 GN=oppD PE=3 SV=1				47	15	356	39.7	5.87	peptide transport	ATP binding;ATPase activity		ABC_tran;oligo_HPY	PF00005;PF08352	AAA+_ATPase;ABC_transporter_CS;ABC_transporter-like;Oligopep_ABC_C;P-loop_NTPase	IPR003439;IPR003593;IPR013563;IPR017871;IPR027417					-	-0.103345981	0.130219585	-0.091703024	0.259853107	0.574026799	0.938770035	0.048755922	-0.079008283	0.183232808	-0.151870699	0.203501266	0.660503293	0.996825293	0.038963773	0.065231681	-0.294338484	0.09580881	-0.103121885	0.582536731	0.661045724	-0.059104969	NA	NA	NA	NA	NA	NA	NA	377962538.7	423602971.1	411420991.3	399387015.6	382496682.8	424018437.1	366576549.2	444886347.2	287369200.2	337152597.7	282089562	294151513.6	263013214.3	298296320	262004278.1	288180193	6189983.501	6562441.732	2808775.697	6057158.419	4256843.444	5649681.288	2728554.93	4731854.652	962740.7963	1647634.274	706200.9499	652049.9489	649577.3286	413466.2671	210554.2865	NA
Q9A0H3	addA	M5005_Spy0595;SPy_0777	ATP-dependent helicase/nuclease subunit A OS=Streptococcus pyogenes serotype M1 OX=301447 GN=addA PE=3 SV=2	ATP-dependent helicase/nuclease subunit A {ECO:0000255|HAMAP-Rule:MF_01451}		rexA	26	25	1222	140.2	6.62	double-strand break repair via homologous recombination	3'-5' exonuclease activity;ATP binding;ATP-dependent DNA helicase activity;double-stranded DNA binding		PDDEXK_1;UvrD_C;UvrD-helicase	PF00580;PF12705;PF13361	DNA_helicase_suAddA;DNA_helicase_UvrD/REP;DNA_helicase_UvrD-like_C;Exonuc_phg/RecB_C;PDDEXK_AddAB-type;P-loop_NTPase;Restrct_endonuc-II-like;UvrD/AddA_N;UvrD-like_ATP-bd	IPR000212;IPR011335;IPR011604;IPR014016;IPR014017;IPR014152;IPR027417;IPR034739;IPR038726		3.1.-.-;3.6.4.12	 thissubunit has the helicase and 3' -> 5' nuclease activities;The heterodimer acts as both an ATP-dependent DNAhelicase and an ATP-dependent, dual-direction single-strandedexonuclease. Recognizes the chi site generating a DNA moleculesuitable for the initiation of homologous recombination. The AddAnuclease domain is required for chi fragment generation		-	0.172212964	-0.001880153	0.053182375	-0.179116786	0.876949321	0.998860838	0.0110996	0.183232808	-0.152873522	0.278032743	-0.234373352	0.874988641	0.996825293	0.018504669	2.668641578	0.116352153	1.606530484	-0.273241302	0.147570939	0.213129898	1.029570728	NA	-0.214855215	-0.632607135	-1.595084445	0.093122253	0.126758939	NA	101486277.2	187431181.1	149286477.1	152593817.1	117074777.5	154607422.6	106314418.7	143616602.5	132306510.2	181800074.2	130924516.8	178822302.6	144449882.4	145884665.6	149760229.8	166982201.7	1130065.724	5307776.622	2797994.228	548034.7668	1225649.156	5598784.46	1163996.347	1181728.528	1560007.565	3079318.887	868362.5132	3037827.093	2314377.15	7205210.49	982532.8238	3560568.471
Q99Y58	pepX	M5005_Spy1577;SPy_1858	Xaa-Pro dipeptidyl-peptidase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=pepX PE=3 SV=1	Xaa-Pro dipeptidyl-peptidase {ECO:0000255|HAMAP-Rule:MF_00698}		pepXP	67	37	760	86.7	5.68		dipeptidyl-peptidase activity;serine-type peptidase activity	cytoplasm	Peptidase_S15;PepX_C;PepX_N	PF02129;PF08530;PF09168	AB_hydrolase;Galactose-bd-like_sf;Pept_S15_Xpro;PepX_N_dom;PepX_N_dom_sf;Xaa-Pro_dipept_C;Xaa-Pro-like_dom	IPR000383;IPR008252;IPR008979;IPR013736;IPR015251;IPR029058;IPR036313		3.4.14.11	Removes N-terminal dipeptides sequentially frompolypeptides having unsubstituted N-termini provided that thepenultimate residue is proline.	Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00698}.	-	-0.07059579	-0.051329047	-0.122801925	-0.182693847	0.037519889	0.602258202	-0.106855152	-0.134321171	-0.151539618	-0.081195526	-0.119147108	0.017760617	0.622241407	-0.121550856	-0.067589727	-0.000828968	-0.068494313	0.244727841	0.778079336	0.83245591	0.026953708	-0.048832709	-0.567166422	-0.131472375	0.243240877	0.480010784	0.539219162	-0.126057657	1094625548	1005575235	1000499106	960113338.2	1123321461	1028343733	907598495.1	1203497302	1916151143	1020596022	1066222024	1010398879	1153034675	1101809962	1100500325	1160655205	29605202.42	17469688.45	15014132.57	11820765.75	21330373.23	18813674.31	14512326.26	17506758.54	8960408.937	7906411.307	6031338.621	4743470.566	9314255.894	11461389.89	4705564.774	5150995.03
Q9A0A5	cca	M5005_Spy0673;SPy_0866	CCA-adding enzyme OS=Streptococcus pyogenes serotype M1 OX=301447 GN=cca PE=3 SV=2	CCA-adding enzyme {ECO:0000255|HAMAP-Rule:MF_01263}			45	15	402	46.2	5.8	RNA repair;tRNA 3'-terminal CCA addition	ATP binding;ATP:3'-cytidine-cytidine-tRNA adenylyltransferase activity;CTP:3'-cytidine-tRNA cytidylyltransferase activity;CTP:tRNA cytidylyltransferase activity;magnesium ion binding;tRNA binding;tRNA cytidylyltransferase activity		PolyA_pol;PolyA_pol_RNAbd;tRNA_NucTran2_2	PF01743;PF12627;PF13735	CCA-adding_enz_C;CCA-adding_enz_firmicutes;PolA_pol_head_dom;PolyA_RNA-bd	IPR002646;IPR023068;IPR032810;IPR032828		2.7.7.72	Catalyzes the addition and repair of the essential 3'-terminal CCA sequence in tRNAs without using a nucleic acidtemplate. Adds these three nucleotides in the order of C, C, and Ato the tRNA nucleotide-73, using CTP and ATP as substrates andproducing inorganic pyrophosphate.		RBP	-0.285153278	0.165607085	-0.260975481	-0.074679709	0.286693539	0.905108007	-0.113800346	0.089744966	0.203900809	-0.056083224	0.061503165	0.236764927	0.996825293	0.074766429	0.218759102	0.343306208	2.252283817	0.755131426	0.087513272	0.137218203	0.892370138	NA	NA	NA	NA	NA	NA	NA	242850239.5	223654201.7	293665506.3	243078164.9	212807450.2	184595026.1	181946796.9	215765919.8	233998853.2	240870718.4	207001781.2	181254026.3	336228837.8	307016816.6	300126566.1	258075816.4	5086272.288	52699216.15	67098395.21	5239544.603	4168824.039	39433241.77	47785881.65	4831384.179	3410795.28	41898429.75	27108199.9	2123121.285	4520285.219	48105938.59	50307653.55	3054683.604
Q99XY0		SPy_1968	Uncharacterized protein OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_1968 PE=4 SV=2				37	2	121	13.4	4.5				YajC	PF02699	Preprotein_translocase_YajC	IPR003849					-	-0.055312226	0.036084236	-0.134094354	0.121548385	0.889017046	0.998860838	-0.00794349	-0.052880157	0.142109544	-0.025735123	0.131964467	0.4034324	0.996825293	0.048864683	0.336994126	1.346954331	0.572834547	1.175497646	0.014566024	0.030433231	0.858070162	0.932886743	1.876923638	1.225000666	2.146285796	0.003142595	0.007512766	1.54527421	323363283.6	311323426.4	316963830.6	274786114.7	373723479	334746363.2	305043445.1	328372238.5	168828124.3	162197886.8	154500414.6	127215144.2	84776805.36	83205089.82	99042856.31	84230498.98	2346587.557	2980102.395	4973298.255	1562317.134	3336566.803	4601854.324	5378927.684	2787882.59	2254119.538	3633248.746	2666393.862	608438.6899	1748047.684	3808653.664	4500777.86	834958.3428
Q99Z82		SPy_1353	Uncharacterized protein OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_1353 PE=4 SV=1				10	3	321	36.2	9.22			integral component of membrane;plasma membrane	Virul_fac_BrkB	PF03631	Virul_fac_BrkB	IPR017039					-	-0.137737516	-0.15714622	-0.248523645	-0.278972906	0.005546509	0.358313422	-0.205595072	-0.266684997	-0.117866583	-0.027399265	-0.056083224	0.094176934	0.996825293	-0.117008517	3.672670698	3.190173413	3.683280245	3.859260923	8.62E-06	0.000255907	3.60134632	3.919177593	3.712420479	3.8944871	3.833879992	1.08E-06	7.51E-05	3.839991291	212069528.2	58114491.35	238950974.3	71817557.7	192206228.9	45942655.49	174101659.7	58222834.23	193465944	49382987.09	164511029.7	36444545.95	205605956.8	75092481.19	214645482.2	74245356.06	3476759.135	11139872.36	20594439.8	1082216.122	2964603.32	9240392.607	15843670.94	778703.6117	1694741.732	12448711.04	14927641.09	585680.2936	2114582.89	15664700.39	17929462.16	724625.8975
Q99Z86		M5005_Spy1098;SPy_1346	Uncharacterized RNA methyltransferase SPy_1346/M5005_Spy1098 OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_1346 PE=3 SV=1	Uncharacterized RNA methyltransferase SPy_1346/M5005_Spy1098			68	26	462	51.7	8.44	RNA processing	RNA methyltransferase activity		TRAM;tRNA_U5-meth_tr	PF01938;PF05958	MeTrfase_TrmA_AS;MeTrfase_TrmA_CS;NA-bd_OB-fold;SAM-dependent_MTases;TRAM_dom;U5_MeTrfase_fam	IPR002792;IPR010280;IPR012340;IPR029063;IPR030390;IPR030391		2.1.1.-			RBP	0.011939865	0.040311141	0.017928373	0.049741193	0.304997253	0.905108007	0.029980143	0.026381788	0.005196673	-0.075286695	-9.76E-05	0.768018053	0.996825293	-0.010951452	2.150809759	1.877575983	2.229164296	2.451810551	3.82E-05	0.000417955	2.177340147	3.76939139	3.255466418	3.736892932	3.681833844	6.78E-06	0.000144005	3.610896146	1433792402	1260490177	1542476147	921517574	1419924957	1362264699	1333888455	1288544867	1816575280	1845382009	1817360077	1614827133	1262958243	1032553753	1499992695	1404310456	152694364.1	394063856.1	507207395.8	116003585.8	97945621.52	373842752.7	403338189.3	148947257	55428875.4	770765930.5	669532318.5	59177280.67	43875379.6	612324023.5	692110984	50932455.32
Q99Y25	hsdS	SPy_1905	Putative type I site-specific deoxyribonuclease OS=Streptococcus pyogenes serotype M1 OX=301447 GN=hsdS PE=4 SV=1				22	8	399	45.2	7.94	DNA modification	DNA binding		Methylase_S	PF01420	Restrct_endonuc_typeI_HsdS	IPR000055					-	0.068149963	0.058076777	-0.055300727	0.13434442	0.284669378	0.905108007	0.051317608	0.026381788	0.108176099	0.183765319	-0.571355761	0.693997708	0.996825293	-0.063258139	1.094788042	0.247342505	0.698104716	0.3559833	0.024565357	0.04742972	0.599054641	2.06067161	6.637943579	6.637943579	NA	0.022419312	0.037122886	NA	47579342.97	53967661.55	43527043.03	45400733.39	56391673.12	58522631.57	48310219.13	55437859.87	41804117.11	54600753.83	53474852.11	55395780.68	47665984.94	57567462.27	40397003.39	49662667.98	975230.7914	3113562.692	1938248.99	2399765.163	855524.7553	2391149.204	1899554.896	4083120.276	119390.4154	1498552.443	883214.9648	NA	NA	2057628.04	1169686.634	858568.1754
P65243	prs1	M5005_Spy0018;SPy_0020	Ribose-phosphate pyrophosphokinase 1 OS=Streptococcus pyogenes serotype M1 OX=301447 GN=prs1 PE=3 SV=1	Ribose-phosphate pyrophosphokinase 1 {ECO:0000255|HAMAP-Rule:MF_00583}	PPK 1 {ECO:0000255|HAMAP-Rule:MF_00583}	prsA;prsA.1	58	13	320	35	6.14	5-phosphoribose 1-diphosphate biosynthetic process;nucleoside metabolic process;nucleotide biosynthetic process;ribonucleoside monophosphate biosynthetic process	ATP binding;kinase activity;magnesium ion binding;ribose phosphate diphosphokinase activity	cytoplasm	Pribosyl_synth;Pribosyltran_N	PF13793;PF14572	PRib_PP_synth_CS;Pribosyltran_N;PRibTrfase_dom;PRTase-like;Rib-P_diPkinase;Rib-P_diPkinase_bac	IPR000836;IPR000842;IPR005946;IPR029057;IPR029099;IPR037515		2.7.6.1	Involved in the biosynthesis of the central metabolitephospho-alpha-D-ribosyl-1-pyrophosphate (PRPP) via the transfer ofpyrophosphoryl group from ATP to 1-hydroxyl of ribose-5-phosphate(Rib-5-P).	Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00583}.	-	-0.063643173	0.093799451	-0.130634788	0.086807775	0.952346432	0.998860838	-0.003417684	-0.090224285	-0.006213235	-0.070922991	0.065907183	0.576904036	0.996825293	-0.025363332	0.2503169	0.154708437	0.217890706	0.271080414	0.0275858	0.052313612	0.223499114	-0.130738654	0.310600347	0.001451586	0.10377695	0.556150512	0.611286123	0.071272557	3801837940	3411106516	3984158302	2954469766	3654159015	3291614538	3710126956	3589426395	3587569831	3163626874	3826023334	3089658893	4171160673	3659778175	4327707940	3332185428	27864372.43	29697600.47	29093198.3	18645076.61	40925043.39	42811196.67	27157709.07	26227921.42	27810857.75	18727987.54	29586841.97	21335957.45	30171884.04	25480049.91	25883359.46	11194379.54
P66157	rpmB	M5005_Spy1606;SPy_1888	50S ribosomal protein L28 OS=Streptococcus pyogenes serotype M1 OX=301447 GN=rpmB PE=3 SV=1	50S ribosomal protein L28		 OrderedLocusNames=SPy_1888;rl28	68	8	62	6.9	11.19	translation	structural constituent of ribosome	ribosome	Ribosomal_L28	PF00830	L28p-like;Ribo_L28/L24;Ribo_L28/L24_sf;Ribosomal_L28	IPR001383;IPR026569;IPR034704;IPR037147					RBP	0.199567969	-0.131397558	0.121568232	-0.098418325	0.772959346	0.986722081	0.02283008	0.034296679	-0.067858546	0.067188148	0.161463486	0.381004809	0.996825293	0.048772442	1.588238817	1.000034247	1.727730995	1.685338019	0.000544138	0.002202714	1.50033552	1.808965159	0.871678776	1.720961444	1.579757002	0.001399522	0.003965313	1.495340595	1246921400	1284229786	1291912698	1115348379	1296562355	1320366596	1105832921	1297729839	657044507	604850849	631554846.8	547212896.3	567057117.7	552879896.6	558586425.7	476602399.6	104169894.8	305959168	308490615.7	127834670.4	67090636.43	215724370.1	374747585.8	108460643.6	83133664.81	210368158.3	152857731.6	64853057.89	80545346.91	249118833.9	200280109.6	75486314.43
Q99Y66	dinB	M5005_Spy1568;SPy_1846	DNA polymerase IV OS=Streptococcus pyogenes serotype M1 OX=301447 GN=dinB PE=3 SV=2	DNA polymerase IV {ECO:0000255|HAMAP-Rule:MF_01113}	ol IV {ECO:0000255|HAMAP-Rule:MF_01113}	dinP	18	5	364	40.8	9.19	DNA repair;DNA-dependent DNA replication	damaged DNA binding;DNA-directed DNA polymerase activity;magnesium ion binding	cytoplasm	IMS;IMS_C;IMS_HHH	PF00817;PF11798;PF11799	DNA_pol_Y-fam_lit_finger_sf;DNA_pol_Y-fam_little_finger;DNApol_IV;PolY_HhH_motif;UmuC	IPR001126;IPR017961;IPR022880;IPR024728;IPR036775		2.7.7.7	Poorly processive, error-prone DNA polymerase involvedin untargeted mutagenesis. Copies undamaged DNA at stalledreplication forks, which arise in vivo from mismatched ormisaligned primer ends. These misaligned primers can be extendedby PolIV. Exhibits no 3'-5' exonuclease (proofreading) activity.May be involved in translesional synthesis, in conjunction withthe beta clamp from PolIII.	Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01113}.	-	-2.665417338	1.635054509	-1.529219336	2.186679035	0.931411618	0.998860838	-0.093225782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	118777183.6	4845804.04	110110816.1	10486644.5	117678546.6	8531908.371	113910453.7	2715507.616	146016521.9	5311663.456	161565108	2988631.478	172705001.2	2376285.345	190176257.3	7402531.601	NA	152342.7678	306613.8681	NA	987608.8384	275940.7752	244399.757	137654.5615	NA	371328.9247	365455.9589	307006.2045	332036.3908	NA	283767.6077	357978.3795
Q99ZP6	tdk	M5005_Spy0862;SPy_1140	Thymidine kinase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=tdk PE=3 SV=1	Thymidine kinase {ECO:0000255|HAMAP-Rule:MF_00124}			48	7	189	21.5	5.64	DNA biosynthetic process	ATP binding;thymidine kinase activity;zinc ion binding	cytoplasm	TK	PF00265	P-loop_NTPase;Thymidine_kinase;Thymidine_kinase_CS	IPR001267;IPR020633;IPR027417		2.7.1.21		Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00124}.	-	-0.223281375	0.146884392	-0.15870834	0.087595181	0.674706442	0.972530857	-0.036877535	-0.047833127	-0.01644853	0.412401313	-0.046585299	0.492978839	0.996825293	0.075383589	0.836070349	0.581524947	0.91326992	0.600460382	0.001290707	0.004472326	0.732831399	-3.175502103	1.346083509	NA	6.608273394	0.528332473	0.584912217	NA	192939607.9	189958480.3	203750334.3	164378619	160779268.5	189650365.5	170471479.2	195735728.5	150943961.3	168085869.7	159790108	127482679.6	150969592.9	170152224.8	162356834.3	156098231.9	962537.5356	1361973.321	6026210.242	1393432.926	2089205.882	2277306.73	3398939.444	1406964.611	6277101.583	1761327.953	5504904.407	656832.1199	5142125.261	729170.5771	4872969.272	NA
Q99ZW3		SPy_1044	Uncharacterized protein OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_1044 PE=4 SV=1				21	3	210	24.9	7.61			integral component of membrane	DUF1461	PF07314	Integral_membrane_1906	IPR010178					-	0.077498688	-0.225369068	-0.128118297	-0.259017417	0.125216817	0.7923324	-0.133751524	0.068695177	-0.075450916	0.288927117	-0.524766514	0.705024135	0.996825293	-0.060648784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38496150.81	40291677.88	39226834.27	39966758.78	39743161.34	39092164.68	32557853.2	46138311	36702726.6	38399643.75	41814304.5	39250747.12	30180163.96	36597700.59	31525485.96	45029266.94	NA	910459.2569	778388.5577	235579.2677	114522.0462	663272.7285	247045.7575	NA	624014.5412	576017.2958	824721.3793	NA	299949.0118	773483.2642	807054.223	296065.5794
Q99XP8		SPy_2107	Putative oxidoreductase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_2107 PE=4 SV=1				59	14	311	35	6.7		oxidoreductase activity		GFO_IDH_MocA	PF01408	NAD(P)-bd_dom_sf;Oxidoreductase_N	IPR000683;IPR036291					-	0.367958288	0.058076777	0.087828662	0.06131829	0.104059175	0.773583996	0.143795504	0.203272428	-0.249105714	-0.029460907	-0.083094649	0.664412275	0.996825293	-0.039597211	0.384448775	0.414348603	0.633475956	-0.699824068	0.521279854	0.604974693	0.183112316	0.817445053	1.420908821	1.639847619	1.325058674	0.001267386	0.00365868	1.300815042	488141991.4	630937794.6	537379359.7	530219500.2	502608700.7	545749885.9	440848366.5	502460624.5	334719876.7	393289604.3	350212751.8	408581004.4	428486315.3	433869946.7	388423202.9	455048513.4	1374359.737	3023039.588	1946555.034	2372570.562	2614095.721	8301920.97	2164329.879	7149956.99	930312.4599	7378101.329	4240017.468	4000125.79	506021.038	4926336.155	3208116.032	1962185.563
Q99Y57		SPy_1861	Putative repressor-phage associated OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_1861 PE=4 SV=1				29	3	124	14.2	5.31		sequence-specific DNA binding		HTH_3	PF01381	Cro/C1-type_HTH;Lambda_DNA-bd_dom_sf	IPR001387;IPR010982					-	0.047351542	0.328644513	-0.067487284	-0.035392088	0.446738502	0.930974226	0.06827917	-0.171422255	-0.099662601	0.123903938	0.11345892	0.910005729	0.996825293	-0.0084305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46524292.11	47582858.49	46012709.99	33116299.34	40440901.69	38575519.16	34197528.19	35792335.97	36402174.73	35474290.82	35355369.06	33667198.92	31309206.64	38321702.31	37864388.46	33784922.89	NA	371734.7218	221671.3711	93333.70425	NA	498341.7899	NA	NA	NA	309392.41	186238.3102	NA	NA	704034.36	NA	NA
Q99ZI4		SPy_1218	Uncharacterized protein OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_1218 PE=4 SV=1				23	7	332	37.6	6.96		oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen		Bac_luciferase	PF00296	Luciferase_OxRdatse_group-1;Luciferase-like_dom;Luciferase-like_sf	IPR011251;IPR019949;IPR036661					-	0.176442511	0.179865749	-0.211215509	0.17029526	0.413189551	0.930974226	0.078847003	-0.093246854	-0.844207677	-0.524766514	0.197951747	0.184380807	0.996825293	-0.316067324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	77826139.56	18004243.55	81114933.1	19937115.09	89257071.3	26992857.36	66634965.11	35184425.95	81586841.71	19841209.35	71031923.29	21757766.83	91554980.67	21380222.27	85051268.5	13560696.49	1430644.963	832749.9686	1758629.74	792721.8426	2035181.34	1355104.738	1252613.987	797846.4361	478281.8387	132618.1185	429554.8223	NA	NA	268647.7781	433900.9667	NA
