locus_tag	old_locus_tag	Gene_name	UniProt	protein_id	Pfam	eggNOG_PFAMs	Interpro	RBP_type	OOPS_rep1	OOPS_rep2	OOPS_rep3	OOPS_rep4	OOPS_mean	OOPS_p_val	OOPS_p_adj	RNA_binding_sites	Novel_RBP	product	Bacteria_OGs	Firmicutes_OGs	eco-shchepachev	eco-queiroz	eco-monti	eco-stenum	sal-urdaneta	sau-chu
SPY_RS00445	SPy_0074	adk	P69882	WP_010921787.1	-	ADK,ADK_lid	"Adenyl_kin_sub;Adenylat/UMP-CMP_kin;P-loop_NTPase"	-	0.633475956	0.86783412	0.85029631	0.902926259	0.813633161	0.000470403	0.001990349	"120C; 141V; 143N"	No	adenylate kinase	COG0563	1TP27	no_RBP	RBP	no_RBP	RBP	no_RBP	no_RBP
SPY_RS00450	SPy_0075	infA	P65123	WP_001040189.1	eIF-1a	eIF-1a	"NA-bd_OB-fold;RNA-binding_domain_S1_IF1;S1_dom;TIF_IF1"	Translation	-0.067046443	3.648479703	3.933363274	3.16895177	2.670937076	0.025748669	0.049273589	"2A; 58S; 59P; 60Y; 62L"	No	translation initiation factor IF-1	COG0361	1V9ZK	RBP	no_RBP	no_RBP	RBP	no_RBP	no_RBP
SPY_RS00455	SPy_0076	rpmJ	P66303	WP_000868345.1	Ribosomal_L36	Ribosomal_L36	Ribosomal_L36	Ribosomal protein	-	-	-	-	-	-	-	"23V; 24M; 27C"	No	50S ribosomal protein L36	COG0257	1VK4F	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	RBP
SPY_RS00460	SPy_0077	rpsM	P66394	WP_002986615.1	Ribosomal_S13	Ribosomal_S13	"30s_Rbsml_prot_S13_C;Ribosomal_S13;Ribosomal_S13-like_H2TH;Ribosomal_S13_bac-type;Ribosomal_S13_CS"	Ribosomal protein	5.259545283	5.447040784	4.948909382	4.652901604	5.077099263	0.00000402	0.000225907	"13K; 14R; 15V; 16V; 17I; 18S; 19L; 20T; 21Y; 45V; 80L; 81M; 83I; 84G; 85S; 86Y; 98R; 111G"	No	30S ribosomal protein S13	COG0099	1V3JH	RBP	RBP	RBP	no_RBP	RBP	RBP
SPY_RS00465	SPy_0078	rpsK	Q9A1V0	WP_010921788.1	Ribosomal_S11	Ribosomal_S11	"Ribosomal_S11;Ribosomal_S11_bac-type;Ribosomal_S11_CS"	Ribosomal protein	3.201927742	3.674802834	3.136517813	4.852650057	3.716474611	0.000326144	0.001534154	"52G; 55K; 56S; 57T; 58P; 59F; 60A; 61A; 62Q; 63M; 64A; 82V; 83T; 90G; 105V; 113P; 115P; 117N"	No	30S ribosomal protein S11	COG0100	1V3IK	RBP	RBP	RBP	no_RBP	no_RBP	RBP
SPY_RS00470	SPy_0080	rpoA	P66710	WP_002986607.1	"RNA_pol_A_bac;RNA_pol_A_CTD;RNA_pol_L"	RNA_pol_A_CTD,RNA_pol_A_bac,RNA_pol_L	"DNA-dir_RNA_pol_insert;DNA-dir_RNA_pol_RpoA/D/Rpb3;DNA-dir_RpoA;RBP11-like_dimer;RNAP_asu_C"	RNA polymerase	0.449569279	0.536664604	0.510846434	0.420155421	0.479308935	0.001791414	0.005779197	"176Y; 303D"	No	DNA-directed RNA polymerase subunit alpha	COG0202	1TPR8	no_RBP	RBP	RBP	RBP	RBP	RBP
SPY_RS00570	SPy_0092	adcR	Q9A1U7	WP_010921790.1	MarR	HTH_27,MarR	"HTH_MarR-typ;WHTH_DNA-bd_dom"	-	1.254490062	1.824308385	0.020348556	4.526963326	1.906527582	0.075189002	0.121735579	30C	No	zinc-dependent MarR family transcriptional regulator	COG1846	1VXZT	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS00575	SPy_0093	adcC	Q9A1U6	WP_010921791.1	ABC_tran	ABC_tran	"AAA+_ATPase;ABC_transporter-like;ABC_transporter_CS;P-loop_NTPase"	-	1.26408116	0.670233337	0.302243933	0.937907357	0.793616447	0.011450611	0.025042636	-	No	metal ABC transporter ATP-binding protein	COG1121	1TQ68	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS00580	SPy_0094	adcB	Q9A1U5	WP_010921792.1	ABC-3	ABC-3	"ABC_3;ABC_BtuC-like"	-	-	-	-	-	-	-	-	-	No	metal ABC transporter permease	COG1108	1TR79	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS00585	SPy_0095	SPy_0095	Q9A1U4	WP_010921793.1	HIT	HIT	"Histidine_triad_HIT;HIT-like"	-	-	-	-	-	-	-	-	-	No	HIT family protein	COG0537	1VCZW	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS00590	SPy_0096	tyrS	Q9A1U3	WP_010921794.1	"S4;tRNA-synt_1b"	S4,tRNA-synt_1b	"aa-tRNA-synth_I_CS;aa-tRNA-synth_Ic;Rossmann-like_a/b/a_fold;S4_RNA-bd;Tyr-tRNA-ligase;Tyr-tRNA-ligase_bac-type;Tyr-tRNA-ligase_bac_1"	tRNA ligase	3.184038888	2.837609696	3.287117746	3.294754985	3.150880328	0.00000623	0.000251347	"313Q; 317I; 319E; 320Q; 321L; 322F"	No	tyrosine--tRNA ligase	COG0162	1TPGN	RBP	RBP	RBP	no_RBP	no_RBP	no_RBP
SPY_RS00595	SPy_0097	pbp1b	Q9A1U2	WP_015055892.1	"Transgly;Transpeptidase"	Transgly,Transpeptidase	"Beta-lactam/transpept-like;Glyco_trans_51;Lysozyme-like_dom;PCN-bd_Tpept"	-	2.037507187	2.118631924	2.09594716	1.463390202	1.928869118	0.000149556	0.000880602	-	No	penicillin-binding protein PBP1B	COG0744	1TPM5	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	RBP
SPY_RS00600	SPy_0098	rpoB	Q9A1U1	WP_010921796.1	"RNA_pol_Rpb2_1;RNA_pol_Rpb2_2;RNA_pol_Rpb2_3;RNA_pol_Rpb2_45;RNA_pol_Rpb2_6;RNA_pol_Rpb2_7"	RNA_pol_Rpb2_1,RNA_pol_Rpb2_2,RNA_pol_Rpb2_3,RNA_pol_Rpb2_45,RNA_pol_Rpb2_6,RNA_pol_Rpb2_7	"DNA-dir_RNA_pol_bsu;DNA-dir_RNA_pol_bsu_external_1;DNA-dir_RNA_pol_su2;DNA-dir_RNA_pol_su2_6;RNA_pol_bsu_CS;RNA_pol_bsu_protrusion;RNA_pol_Rpb2_2;RNA_pol_Rpb2_3;RNA_pol_Rpb2_7;RNA_pol_RPB2_OB-fold"	RNA polymerase	1.378230175	1.734581022	1.517607475	1.591977886	1.555599139	0.0000476	0.000475702	"164P; 169W; 429A; 453I; 456R; 854E"	No	DNA-directed RNA polymerase subunit beta	COG0085	1TP96	RBP	RBP	RBP	RBP	no_RBP	RBP
SPY_RS00605	SPy_0099	rpoC	P0C0E0	WP_010921797.1	"RNA_pol_Rpb1_1;RNA_pol_Rpb1_2;RNA_pol_Rpb1_3;RNA_pol_Rpb1_4;RNA_pol_Rpb1_5"	RNA_pol_Rpb1_1,RNA_pol_Rpb1_2,RNA_pol_Rpb1_3,RNA_pol_Rpb1_4,RNA_pol_Rpb1_5	"DNA-dir_RpoC_beta_prime;RNA_pol_asu;RNA_pol_N;RNA_pol_Rpb1_1;RNA_pol_Rpb1_3;RNA_pol_Rpb1_4;RNA_pol_Rpb1_5"	RNA polymerase	0.771380137	0.885417053	0.794829272	0.777268795	0.807223814	0.000221088	0.001101518	"417P; 800Y"	No	DNA-directed RNA polymerase subunit beta'	COG0086	1TNYT	RBP	RBP	RBP	RBP	no_RBP	RBP
SPY_RS00610	SPy_0100	SPy_0100	Q9A1U0	WP_002986560.1	DUF1033	DUF1033	DUF1033	-	-	-	-	-	-	-	-	-	No	DUF1033 family protein	COG4699	1VHC7	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS00615	SPy_0101	comGA	Q9A1T9	WP_010921798.1	T2SE	T2SSE	"AAA+_ATPase;P-loop_NTPase;T2SS_protein-E"	-	-	-	-	-	-	-	-	-	No	competence type IV pilus ATPase ComGA	COG2804	1TPGE	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS00620	SPy_0102	comGB	Q9A1T8	WP_011054115.1	T2SF	T2SSF	"GspF/PilC;T2SS_F"	-	-	-	-	-	-	-	-	-	No	competence type IV pilus assembly protein ComGB	COG1459	1U00C	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS00625	SPy_0103	comGC	Q9A1T7	WP_002986552.1	N_methyl	N_methyl	"Bac_GSPG_pilin;ComGC;N_methyl_site"	-	-	-	-	-	-	-	-	-	No	competence type IV pilus major pilin ComGC	COG4537	1VFI9	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_RBP
SPY_RS00630	SPy_0104	comGD	Q9A1T6	WP_002986548.1	-	-	-	-	-	-	-	-	-	-	-	-	No	competence type IV pilus minor pilin ComGD	2ZPDD	1VQ4J	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS00635	SPy_0105	comGE	Q9A1T5	WP_002987779.1	PulG	PulG	PulG	-	-	-	-	-	-	-	-	-	No	competence type IV pilus minor pilin ComGE	304XC	1TXCX	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS00640	SPy_0106	comGF	Q9A1T4	WP_010921800.1	-	ComGF,N_methyl	Competence_ComGF	-	-	-	-	-	-	-	-	-	No	competence type IV pilus minor pilin ComGF	COG4940	COG4940	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_RBP
SPY_RS00645	SPy_0107	comGG	Q9A1T3	WP_010921801.1	-	-	-	-	-	-	-	-	-	-	-	-	No	competence type IV pilus minor pilin ComGG	304X0	1TXCC	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS00650	SPy_0108	ytxK	Q9A1T2	WP_010921802.1	N6_Mtase	N6_Mtase	"DNA_methylase_A-5;S-AdoMet-dep_Ade-MeTrfase_prd;SAM-dependent_MTases"	-	0.754526252	-0.683141707	1.470228456	0.080847198	0.405615049	0.360967983	0.451824884	-	No	class I SAM-dependent methyltransferase	COG0827	1TRIQ	no_homolog	no_homolog	no_homolog	no_homolog	no_RBP	no_RBP
SPY_RS00655	SPy_0109	ackA	P63415	WP_010921803.1	Acetate_kinase	Acetate_kinase	"Ac/Proprionate_kinase;Aliphatic_acid_kin_short-chain;Aliphatic_acid_kinase_CS"	-	0.379549078	-0.07892266	0.262997292	0.127891119	0.172878707	0.172162389	0.242815295	-	No	acetate kinase	COG0282	1TQ22	no_RBP	RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS00660	SPy_0110	SPy_0110	Q9A1T0	WP_010921804.1	-	-	-	-	-	-	-	-	-	-	-	-	No	hypothetical protein	304WS	1TXBY	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS00665	SPy_0112	proC	Q9A1S9	WP_010921805.1	"F420_oxidored;P5CR_dimer"	F420_oxidored,P5CR_dimer	"6-PGluconate_DH_C-like;NAD(P)-bd_dom;P5CR_dimer;ProC_N;Pyrroline-COOH_reductase"	-	-	-	-	-	-	-	-	-	No	pyrroline-5-carboxylate reductase	COG0345	1TP1E	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS00670	SPy_0115	pepA	Q9A1S8	WP_010921806.1	Peptidase_M42	Peptidase_M42	"Pept_M42_glutamyl_aminopept;Peptidase_M42;Peptidase_M42_dom2"	-	-0.093899339	0.318281773	0.396943308	0.192955265	0.203570252	0.13859176	0.202243088	-	No	glutamyl aminopeptidase	COG1363	1TNZT	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS00675	SPy_0117	SPy_0117	Q9A1S6	WP_002992749.1	DUF4651	DUF4651	DUF4651	-	-	-	-	-	-	-	-	-	No	DUF4651 domain-containing protein	304X8	1TXCT	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS00695	SPy_0121	dukB	Q9A1S5	WP_010921807.1	dNK	dNK	"DNK;P-loop_NTPase"	-	-	-	-	-	-	-	-	-	No	deoxynucleoside kinase	COG1428	1TPJ1	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_RBP
SPY_RS00700	SPy_0122	dusB	Q7DAN3	WP_002987812.1	Dus	Dus	"Aldolase_TIM;tRNA-dHydroUridine_Synthase_C;tRNA_dU_NifR3;tRNA_hU_synthase;tRNA_hU_synthase_CS"	RNA modification	1.05125896	0.902325357	0.964940575	0.699172291	0.904424296	0.000444141	0.001898681	"56Y; 108C"	No	tRNA dihydrouridine synthase DusB	COG0042	1TQ2R	no_RBP	no_RBP	RBP	no_RBP	no_RBP	RBP
SPY_RS00705	SPy_0123	hslO	P0C0C3	WP_010921808.1	HSP33	HSP33	"Heat_shock_Hsp33;Heat_shock_Hsp33_C;Heat_shock_Hsp33_N"	-	0.297090162	-0.159568955	0.026352011	0.075448377	0.059830399	0.587799003	0.665224141	-	No	Hsp33 family molecular chaperone HslO	COG1281	1TRCH	no_RBP	RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS00710	SPy_0124	rofA	Q9A1S4	WP_010921809.1	"HTH_Mga;Mga;PRD_Mga"	HTH_Mga,Mga,PRD_Mga	"HTH_Mga_DNA-bd;Mga_HTH;Mga_PRD_dom"	-	0.021622612	-0.13065265	-0.161306856	-0.070743998	-0.085270223	0.301481083	0.390533957	-	No	transcriptional regulator RofA	COG3711	1VAP3	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS00720	SPy_0127	sipA	Q9A1S3	WP_011285358.1	-	Peptidase_S26	"Pept_S26A_signal_pept_1;Peptidase_S24_S26A/B/C"	-	1.759810885	1.940040639	2.034589809	1.339909502	1.768587709	0.000203141	0.001037529	-	No	signal peptidase-like pilus assembly factor SipA	COG0681	1V954	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS00725	SPy_0128	fctA	Q9A1S2	WP_010921811.1	FctA	FctA	"Sortase_SrtB_sig_QVPTGV;Strep_pil_isopept_link"	-	-0.179538925	-0.29285142	-0.103649103	-0.395845834	-0.242971321	0.041937193	0.074496027	-	No	FCT-2 pilus major pilin FctA/T1	32X6Y	1VJ3R	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS00730	SPy_0129	srtC1	Q9A1S1	WP_010921812.1	Sortase	Sortase	"Sortase;Sortase_dom;SrtB;SrtB_Firmicute"	-	-	-	-	-	-	-	-	-	No	FCT-2 pilus polymerization class B sortase SrtC1	COG4509	1V2EF	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS00735	SPy_0130	fctB	Q9A1S0	WP_010921813.1	-	FctA	"LPXTG_anchor;Strep_pil_isopept_link"	-	-0.449762702	-0.442150609	-0.261235794	-0.222772774	-0.34398047	0.01219171	0.026187296	-	No	FCT-2 pilus minor pilin FctB	33CUD	2EJ36	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS00740	SPy_0131	SPy_0131	Q9A1R9	WP_010921814.1	"DDE_Tnp_IS66;zf-IS66"	DDE_Tnp_IS66,DDE_Tnp_IS66_C,LZ_Tnp_IS66,zf-IS66	"Transposase_25;Znf_dom_IS66"	-	-	-	-	-	-	-	-	-	No	IS66-like element short variant transposase	COG4974	1TQST	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS00750	SPy_0133	tnpB	Q9A1R8	WP_010921815.1	TnpB_IS66	TnpB_IS66	Transposase_IS66_Orf2	-	-	-	-	-	-	-	-	-	No	IS66 family insertion sequence element accessory protein TnpB	COG3436	1VAJD	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS00755	SPy_0135	SPy_0135	Q9A1R7	-	Sortase	-	"Sortase;Sortase_dom"	-	-	-	-	-	-	-	-	-	No	class C sortase	-	-	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS00760	SPy_0136	SPy_0136	Q9A1R6	WP_010921817.1	-	-	-	-	-	-	-	-	-	-	-	-	No	hypothetical protein	-	-	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS00765	SPy_0137	atoE	Q9A1R5	WP_029714188.1	SCFA_trans	SCFA_trans	SCFA_transpt_AtoE	-	-	-	-	-	-	-	-	-	No	short-chain fatty acid transporter	COG2031	1TPCQ	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog	no_homolog
SPY_RS00775	SPy_0140	atoB	Q9A1R4	WP_010921819.1	"Thiolase_C;Thiolase_N"	Thiolase_C,Thiolase_N	"Thiolase;Thiolase-like;Thiolase-like_subgr;Thiolase_AS;Thiolase_C;Thiolase_CS;Thiolase_N"	-	-	-	-	-	-	-	-	-	No	acetyl-CoA C-acetyltransferase	COG0183	1TP07	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS00780	SPy_0141	atoD	Q9A1R3	WP_010921820.1	CoA_trans	CoA_trans	"3-oxoacid_CoA-transf_A;CoA_trans_fam_I;CoA_transf_BS"	-	-	-	-	-	-	-	-	-	No	CoA transferase subunit A	COG1788	1V21Q	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog	no_homolog
SPY_RS00785	SPy_0142	yodR	Q9A1R2	WP_002987854.1	CoA_trans	CoA_trans	"3-oxoacid_CoA-transf_B;CoA_trans_fam_I;CoA_transf_AS"	-	-	-	-	-	-	-	-	-	No	3-oxoacid CoA-transferase subunit B	COG2057	1TNY5	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog	no_homolog
SPY_RS00790	SPy_0144	SPy_0144	Q9A1R1	WP_002986450.1	PAS_6	HTH_22,PAS_6	YheO	-	-	-	-	-	-	-	-	209C	No	transcriptional regulator	COG2964	1V2VD	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS00795	SPy_0145	yhaR	Q9A1R0	WP_002986446.1	Ribonuc_L-PSP	Ribonuc_L-PSP	"Endoribo_LPSP/chorism_mut-like;YjgF-like;YjgF/Yer057p/UK114"	-	-	-	-	-	-	-	-	-	No	RidA family protein	COG0251	1V6HG	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS00800	SPy_0146	pfoR	Q9A1Q9	WP_002986443.1	PTS_EIIC_2	PTS_EIIC_2	PTS_EIIC	-	-	-	-	-	-	-	-	-	No	PTS fructose transporter subunit IIC	COG1299	1UHP0	RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS00805	SPy_0147	SPy_0147	Q9A1Q8	WP_002986440.1	-	-	-	-	-	-	-	-	-	-	-	-	No	hypothetical protein	-	-	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS00810	SPy_0148	ntpI	Q9A1Q7	WP_010921821.1	V_ATPase_I	V_ATPase_I	V-ATPase_116kDa_su	-	-	-	-	-	-	-	-	-	No	V-type ATP synthase subunit I	COG1269	1TPTE	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS00815	SPy_0149	ntpK	Q9A1Q6	WP_002993834.1	ATP-synt_C	ATP-synt_C	"ATPase_proteolipid_c_like_dom;ATPase_proteolipid_csu"	-	-	-	-	-	-	-	-	-	No	V-type ATP synthase subunit K	COG0636	1V786	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS00820	SPy_0150	atpE	Q9A1Q5	WP_002986431.1	-	vATP-synt_E	-	-	-	-	-	-	-	-	-	-	No	V-type ATP synthase subunit E	COG1390	COG1390	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS00825	SPy_0151	ntpC	Q9A1Q4	WP_010921822.1	vATP-synt_AC39	vATP-synt_AC39	ATPase_V0-cplx_csu/dsu	-	-	-	-	-	-	-	-	-	No	V-type ATPase subunit	COG1527	1U6WZ	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS00835	SPy_0154	ntpA	Q9A1Q3	WP_010921823.1	"ATP-synt_ab;ATP-synt_ab_C;ATP-synt_ab_N"	ATP-synt_ab,ATP-synt_ab_N,ATP-synt_ab_Xtn	"AAA+_ATPase;ATPase_a/bsu_AS;ATPase_F1/V1/A1-cplx_a/bsu_C;ATPase_F1/V1/A1_a/bsu_nucl-bd;ATPase_F1_a/bsu_N;ATPase_F1_bsu/V1_C;P-loop_NTPase;V-ATPase_asu"	-	-	-	-	-	-	-	-	-	No	V-type ATP synthase subunit A	COG1155	1TPGS	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS00840	SPy_0155	ntpB	Q9A1Q2	WP_002986419.1	"ATP-synt_ab;ATP-synt_ab_C;ATP-synt_ab_N"	ATP-synt_ab,ATP-synt_ab_N	"ATPase_a/bsu_AS;ATPase_F1/V1/A1-cplx_a/bsu_C;ATPase_F1/V1/A1_a/bsu_nucl-bd;ATPase_F1_a/bsu_N;ATPase_F1_bsu/V1_C;P-loop_NTPase;V-ATPase_su_B/beta"	-	-	-	-	-	-	-	-	-	No	V-type ATP synthase subunit B	COG1156	1VSU1	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS00845	SPy_0157	ntpD	Q9A1Q1	WP_010921824.1	ATP-synt_D	ATP-synt_D	V_ATPase_D	-	-	-	-	-	-	-	-	-	No	V-type ATP synthase subunit D	COG1394	1TQ1Y	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS00850	SPy_0158	SPy_0158	Q9A1Q0	WP_010921825.1	TelA	TelA	Toxic_anion-R_TelA	-	0.29939002	0.204527765	0.183149036	0.668816625	0.338970862	0.039866913	0.071573435	-	No	toxic anion resistance protein	COG3853	COG3853	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS00855	SPy_0159	SPy_0159	Q9A1P9	WP_010921826.1	-	-	-	-	-	-	-	-	-	-	-	-	No	hypothetical protein	304WI	1TXB9	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS00860	SPy_0160	purA	Q9A1P8	WP_010921827.1	Adenylsucc_synt	Adenylsucc_synt	"Adenylosuccinate_synthase_AS;Adenylosuccinate_synthetase;P-loop_NTPase"	-	0.270046212	0.325375947	0.198472204	0.17456643	0.242115198	0.024303516	0.047097747	-	No	adenylosuccinate synthase	COG0104	1TQ4C	no_RBP	RBP	RBP	no_RBP	no_RBP	no_RBP
SPY_RS00865	SPy_0163	tcsA	Q9A1P7	WP_011528187.1	Bmp	Bmp	"Bmp;Peripla_BP_I"	-	0.817805597	0.9394348	1.205203669	0.510545232	0.868247324	0.002805563	0.008145807	-	No	BMP family protein	COG1744	1TPEU	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS00870	SPy_0164	nusG	P68893	WP_002987881.1	"KOW;NusG"	KOW,NusG	"KOW;NGN_dom;Rib_L2_dom2;Transcrpt_antiterm_NusG;Translation_prot_SH3-like"	Other RBP	1.595276262	2.571218697	2.366602461	2.043079305	2.144044181	0.000285398	0.001397123	33Y	No	transcription termination/antitermination protein NusG	COG0250	1TR3P	RBP	RBP	no_RBP	RBP	no_RBP	no_RBP
SPY_RS00875	SPy_0165	nga	Q7DAN2	WP_010921829.1	NADase_NGA	F5_F8_type_C,NADase_NGA,zinc_ribbon_2	"Galactose-bd-like;NA_dinucl_GlycHdrlase"	-	-	-	-	-	-	-	-	-	No	nicotine adenine dinucleotide glycohydrolase	COG2304	1VIXG	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS00880	SPy_0166	SPy_0166	Q9A1P6	-	-	-	-	-	-	-	-	-	-	-	-	-	No	NAD glycohydrolase inhibitor	-	-	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS00885	SPy_0167	slo	P0C0I3	WP_010921831.1	Thiol_cytolysin	Thiol_cytolys_C,Thiol_cytolysin	Thiol_cytolysin	-	-	-	-	-	-	-	-	-	No	cholesterol-dependent cytolysin streptolysin O	2Z7ST	1UYQU	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS00890	SPy_0168	SPy_0168	Q9A1P5	WP_029714194.1	-	-	-	-	-	-	-	-	-	-	-	-	No	hypothetical protein	-	-	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS00895	SPy_0169	SPy_0169	Q9A1P4	WP_010921833.1	-	-	-	-	-	-	-	-	-	-	-	-	No	SpoV family signaling peptide	-	-	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS00900	SPy_0171	SPy_0171	Q9A1P2	WP_010921835.1	-	-	-	-	-	-	-	-	-	-	-	-	No	SpoV family signaling peptide	-	-	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS00905	SPy_0172	metC	Q9A1P1	WP_010921836.1	Cys_Met_Meta_PP	Cys_Met_Meta_PP	"Cys/Met-Metab_PyrdxlP-dep_enz;PyrdxlP-dep_Trfase;PyrdxlP-dep_Trfase_major_sub1;PyrdxlP-dep_Trfase_major_sub2"	-	-	-	-	-	-	-	-	-	No	PLP-dependent aspartate aminotransferase family protein	COG0626	1TPC7	no_RBP	no_RBP	RBP	no_RBP	no_RBP	no_RBP
SPY_RS00910	SPy_0173	leuS	Q9A1P0	WP_010921837.1	"Anticodon_1;tRNA-synt_1;tRNA-synt_1_2;tRNA-synt_1g"	Anticodon_1,tRNA-synt_1,tRNA-synt_1_2	"aa-tRNA-synth_I_CS;aa-tRNA-synth_Ia;Leu-tRNA-ligase;Leu_tRNA-synth_edit;M/V/L/I-tRNA-synth_anticd-bd;Methionyl/Leucyl_tRNA_Synth;Rossmann-like_a/b/a_fold;tRNAsynth_1a_anticodon-bd;Val/Leu/Ile-tRNA-synth_edit"	tRNA ligase	0.646155468	1.096048754	0.739457144	0.918576268	0.850059409	0.001086754	0.003817623	2T	No	leucine--tRNA ligase	COG0495	1TP0Y	RBP	RBP	RBP	no_RBP	no_RBP	no_RBP
SPY_RS00915	SPy_0174	sgaT	Q9A1N9	WP_009880700.1	EIIC-GAT	EIIC-GAT	PTS_sugar-sp_permease	-	-	-	-	-	-	-	-	-	No	PTS sugar transporter subunit IIC	COG3037	1TQK5	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS00920	SPy_0175	ulaB	Q9A1N8	WP_002986367.1	PTS_IIB	PTS_IIB	"PTS_EIIB_2;PTS_EIIB_2/3"	-	-	-	-	-	-	-	-	-	No	PTS sugar transporter subunit IIB	COG3414	1VCTE	RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS00925	SPy_0176	ptxA	Q9A1N7	WP_002992541.1	PTS_EIIA_2	PTS_EIIA_2	"PTrfase/Anion_transptr;PTS_EIIA_type-2_dom"	-	-	-	-	-	-	-	-	-	No	PTS sugar transporter subunit IIA	COG1762	1V505	RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS00930	SPy_0177	ulaD	Q9A1N6	WP_010921839.1	OMPdecase	OMPdecase	"Aldolase_TIM;OMPdeCOase_dom;RibuloseP-bd_barrel"	-	-	-	-	-	-	-	-	-	No	3-keto-L-gulonate-6-phosphate decarboxylase UlaD	COG0269	1TSHP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
